Time_Index,Demand_Zero,Ethylene_Global_Demand,Electricity_MW_CA,Electricity_MW_NW,Electricity_MW_SW,Electricity_MW_TX,Electricity_MW_NCEN,Electricity_MW_CEN,Electricity_MW_SE,Electricity_MW_MIDAT,Electricity_MW_NE,Hydrogen_MW_CA,Hydrogen_MW_NW,Hydrogen_MW_SW,Hydrogen_MW_TX,Hydrogen_MW_NCEN,Hydrogen_MW_CEN,Hydrogen_MW_SE,Hydrogen_MW_MIDAT,Hydrogen_MW_NE,NaturalGas_MW_CA,NaturalGas_MW_NW,NaturalGas_MW_SW,NaturalGas_MW_TX,NaturalGas_MW_NCEN,NaturalGas_MW_CEN,NaturalGas_MW_SE,NaturalGas_MW_MIDAT,NaturalGas_MW_NE,Diesel_MW_Global,Gasoline_MW_Global,JetFuel_MW_Global
15,0,5707.76275,59391.41105,29867.77687,42761.52773,75006.18661,104123.7878,63184.55768,169793.1475,117481.4207,55242.73323,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
16,0,5707.76275,59351.79511,29731.29127,43653.14816,76794.8902,105195.7459,64029.7377,174012.2566,120047.5139,56350.21388,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
17,0,5707.76275,59278.65798,29594.80568,44648.62766,79148.81709,106894.2561,65586.3487,177239.392,119978.1889,56200.64691,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
18,0,5707.76275,59559.01697,29773.20417,46238.84739,80952.44117,107521.8737,66230.43089,178387.7995,121330.5605,59036.71076,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
19,0,5707.76275,60604.26842,30141.82275,47382.2771,79461.26973,109520.8731,67291.88593,171699.7983,115165.9642,57151.71019,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
20,0,5707.76275,60340.16213,30341.71504,47899.61291,74683.20187,104823.8638,64217.55548,156658.2372,103968.3697,52418.08671,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
21,0,5707.76275,62727.27672,31075.72812,46269.22127,68086.58943,98014.90524,58989.01199,144648.7293,98137.60012,50708.91296,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
22,0,5707.76275,60385.87283,29831.23742,42565.5672,63244.45122,93757.97418,55999.10468,131747.5493,88873.64104,46571.27392,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
23,0,5707.76275,56004.75571,27906.46812,39662.4119,57836.21202,86612.29717,51796.91896,115442.5559,76539.11574,39822.49235,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
24,0,5707.76275,53674.52555,26989.75778,36432.00251,51645.96355,77347.21193,46534.22678,98948.00159,65396.98121,34311.34895,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
25,0,5707.76275,49195.89226,25254.13387,32066.00183,45665.47963,68589.33549,40815.2702,86405.69894,58188.24308,30978.63141,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
26,0,5707.76275,42772.01452,22695.29764,27526.57608,41091.03259,64328.14217,37215.42939,79774.75008,55123.00956,30013.86734,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
27,0,5707.76275,36827.59129,20605.02612,24290.28788,38282.46955,61976.44083,35250.93128,75955.92719,53379.21804,29549.18216,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
28,0,5707.76275,33859.44285,19528.18701,22502.14802,36360.35922,60605.05904,34034.85857,72882.46492,51787.94163,28920.08748,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
29,0,5707.76275,32614.08009,18988.69277,21549.77983,35010.49361,60304.56979,33110.94686,74110.00943,54222.85051,30455.71787,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
30,0,5707.76275,32012.73037,18856.50593,20847.26131,35579.22763,63556.67331,34087.03018,81232.34417,60735.13858,34649.30181,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
31,0,5707.76275,31800.42954,19104.75926,21118.66665,38528.21882,70081.1261,36912.83407,95556.1507,73081.39581,40353.39802,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
32,0,5707.76275,33703.01066,20284.76858,22838.22033,44370.90761,77593.35738,42123.35465,110331.7746,81945.4027,44475.05281,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
33,0,5707.76275,37675.77882,22597.50087,26433.11631,49935.37313,84045.35176,46091.24242,125276.715,91966.60458,49430.17242,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
34,0,5707.76275,42697.8616,24166.54787,30052.50736,56170.38307,90684.88553,50669.0637,138737.3755,97299.30034,51390.52734,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
35,0,5707.76275,47071.86817,26036.50799,33844.34367,62035.89144,93692.97474,53898.01182,147436.0099,100905.2692,52161.19687,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
36,0,5707.76275,51796.32347,27919.36439,36865.07529,65265.73893,96021.23365,56150.87662,157165.2664,106573.9248,54339.62272,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
37,0,5707.76275,53967.07406,28718.93355,38806.06437,69495.25933,98956.86446,59240.38427,162974.4782,107737.519,54138.67778,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
38,0,5707.76275,55786.36012,28874.76356,41183.06564,72007.1679,98859.89807,60291.40499,166084.7484,108188.6651,53650.01622,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
39,0,5707.76275,58418.28093,29624.89699,42778.18438,73948.5871,98896.12727,61095.79629,169013.7395,109228.5408,53847.53596,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
40,0,5707.76275,58425.39149,29505.60643,43692.34026,75947.05523,100039.4782,62153.45703,173306.4646,111881.0236,55302.10333,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
41,0,5707.76275,58365.45967,29404.5856,44762.28477,78352.76501,101780.611,63928.24021,176828.0634,112076.2003,55311.23719,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
42,0,5707.76275,58899.76702,29638.86796,46379.93897,80688.26071,102950.601,64606.47109,178637.1732,116337.0242,58400.76568,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
43,0,5707.76275,60230.45643,30148.27089,47484.17658,80202.02823,105972.5426,66246.55666,171921.5661,110735.5606,56680.17461,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
44,0,5707.76275,60169.50883,30377.1798,48216.08917,75567.89922,101950.0358,63570.62756,156769.5811,100288.8096,52061.86613,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
45,0,5707.76275,62916.2143,31221.88592,46681.7182,68863.33265,95924.26726,58759.45692,144622.9638,95150.22395,50473.71604,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
46,0,5707.76275,60545.3524,29946.22922,42957.48826,64012.41768,92266.18358,55939.34448,131730.9858,86517.65605,46376.03764,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
47,0,5707.76275,56120.55616,27983.84578,40052.37336,58447.07448,85529.68341,51803.55899,115319.2493,74575.61716,39718.59468,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
48,0,5707.76275,53810.64187,27047.79103,36714.18568,52103.23272,78797.44551,46601.57559,102512.8498,67059.71575,34938.16017,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
49,0,5707.76275,49228.39765,25312.16712,32230.60868,50559.40073,77846.96178,46417.5521,94802.50831,63002.60082,33224.41949,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
50,0,5707.76275,42766.93556,23479.82114,28534.79303,47303.22296,74923.05219,43818.45755,90069.00832,61341.99936,32438.90744,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
51,0,5707.76275,38769.78836,23508.83776,26512.48033,45610.18605,74302.89352,42714.31665,88074.93863,61263.07546,32791.70282,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
52,0,5707.76275,36784.92797,23020.92862,25311.24226,44260.32044,74661.98883,42092.05168,88265.41968,63084.72433,34088.71109,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
53,0,5707.76275,36064.73042,23062.84152,24875.23007,44208.53756,77797.9458,42453.45862,94942.37845,70893.92401,38707.01957,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
54,0,5707.76275,36282.11021,23418.56382,25090.78666,47353.25048,88266.05362,46056.14516,114872.0329,90377.46124,50968.08627,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
55,0,5707.76275,37611.78383,24620.06693,26936.73488,56225.67665,106270.9007,55336.051,139732.1099,107220.2475,59649.82118,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
56,0,5707.76275,42740.52493,27909.69219,32513.77165,66355.81246,119122.6768,64707.96857,155503.3883,112741.7207,61362.42012,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
57,0,5707.76275,53706.01515,34155.78887,39181.32879,72250.28413,122445.1076,69118.84071,159764.8266,110648.1044,59145.17536,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
58,0,5707.76275,62806.50861,37282.06129,42901.63951,74441.84098,121345.4448,69490.68198,167437.4399,114174.0828,60782.41995,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
59,0,5707.76275,65025.00149,37904.30664,43543.41026,79373.50214,124176.6503,72621.92691,176666.1085,119096.161,62650.29453,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
60,0,5707.76275,63772.52817,37173.51763,44905.33596,83154.53013,127616.2932,75643.13718,184237.5,121785.9727,63544.27118,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
61,0,5707.76275,65891.4733,38030.04534,47279.39782,86729.30427,129186.9356,77979.47655,188671.0154,122023.811,63000.80644,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
62,0,5707.76275,68805.78468,38535.14951,49300.73072,89290.36269,129163.4932,79107.33182,192213.7788,122534.6832,62877.49932,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
63,0,5707.76275,70303.06422,38805.97132,50576.43379,91938.31103,130858.8066,80365.14181,201329.263,129588.7732,66976.31946,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
64,0,5707.76275,70456.44903,38584.58524,51733.58074,96666.35136,136998.5905,84237.22354,212620.096,136306.9033,70833.09228,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
65,0,5707.76275,71502.71628,38847.88422,54606.36215,101355.774,143303.537,87960.37906,226804.9526,144366.7397,76062.22771,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
66,0,5707.76275,76337.89307,40500.75702,58236.53103,107473.1753,145754.3358,92878.73864,216050.5952,131572.536,69115.9264,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
67,0,5707.76275,81173.06986,42140.73354,62163.58011,99398.55659,132179.0413,85678.10844,186506.709,109583.6983,57092.34009,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
68,0,5707.76275,84981.27948,42949.9749,59823.81135,86347.51523,115959.0151,74307.54407,164963.0267,101491.8658,53381.70905,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
69,0,5707.76275,75709.11693,38823.16635,51767.87383,78715.24518,109826.6902,69021.13752,150254.5773,94137.01176,49853.75523,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
70,0,5707.76275,62925.35644,33977.39038,46052.68488,72196.7459,103437.5641,64336.12731,135009.6523,84522.1613,44757.06077,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
71,0,5707.76275,58520.87607,32166.53819,42262.80817,65091.95909,94723.37582,58717.71964,119336.835,75051.29362,39652.37419,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
72,0,5707.76275,54435.35484,30309.47434,38037.89908,58142.52093,85775.82886,52995.91733,103949.2793,65421.51161,35219.02639,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
73,0,5707.76275,49034.3811,27944.08226,33727.74715,51724.07671,78533.18546,47676.31067,94521.84783,62025.65095,33522.41171,4135.95,3939,3229.98,10832.25,14259.18,23397.66,14771.25,7365.93,1811.94,13670.88294,10416.03641,11077.20459,10492.64157,42635.81243,15268.21586,23462.01365,29009.55461,20854.93236,98413.82794,185039.4611,86503.12943
