,commodity,commodity_subtype,node_in,node_out,resource_id,component_id,type,variable,time,weighted_value,time_weight,zone,weighted_value_flow,value
20,Electricity,flow,SE_landbasedwind_class4_moderate_70_3_transforms,elec_SE,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_3_edge,VRE,flow,504,316018803.22493625,,SE,316018803.22493625,
21,Electricity,flow,SE_landbasedwind_class4_moderate_70_4_transforms,elec_SE,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_4_edge,VRE,flow,504,0.0,,SE,0.0,
22,Electricity,flow,SE_landbasedwind_class4_moderate_70_5_transforms,elec_SE,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_5_edge,VRE,flow,504,0.0,,SE,0.0,
23,Electricity,flow,SE_landbasedwind_class4_moderate_70_6_transforms,elec_SE,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_6_edge,VRE,flow,504,245558568.30340067,,SE,245558568.30340067,
24,Electricity,flow,SE_landbasedwind_class4_moderate_70_7_transforms,elec_SE,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_7_edge,VRE,flow,504,0.0,,SE,0.0,
25,Electricity,flow,SE_landbasedwind_class4_moderate_70_8_transforms,elec_SE,SE_landbasedwind_class4_moderate_70_8,SE_landbasedwind_class4_moderate_70_8_edge,VRE,flow,504,47386250.35335374,,SE,47386250.35335374,
26,Electricity,flow,SE_natural_gas_fired_combined_cycle_1_transforms,elec_SE,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_1_elec_edge,ThermalPower{NaturalGas},flow,504,5039056.345306993,,SE,5039056.345306993,
27,Electricity,flow,SE_natural_gas_fired_combined_cycle_2_transforms,elec_SE,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_2_elec_edge,ThermalPower{NaturalGas},flow,504,0.0,,SE,0.0,
28,Electricity,flow,SE_natural_gas_fired_combined_cycle_3_transforms,elec_SE,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_3_elec_edge,ThermalPower{NaturalGas},flow,504,40516291.96522639,,SE,40516291.96522639,
29,Electricity,flow,SE_natural_gas_fired_combined_cycle_4_transforms,elec_SE,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combined_cycle_4_elec_edge,ThermalPower{NaturalGas},flow,504,0.0,,SE,0.0,
30,Electricity,flow,SE_natural_gas_fired_combustion_turbine_1_transforms,elec_SE,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_1_elec_edge,ThermalPower{NaturalGas},flow,504,0.0,,SE,0.0,
31,Electricity,flow,SE_natural_gas_fired_combustion_turbine_2_transforms,elec_SE,SE_natural_gas_fired_combustion_turbine_2,SE_natural_gas_fired_combustion_turbine_2_elec_edge,ThermalPower{NaturalGas},flow,504,0.0,,SE,0.0,
32,Electricity,flow,SE_naturalgas_ccavgcf_moderate_0_transforms,elec_SE,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ccavgcf_moderate_0_elec_edge,ThermalPower{NaturalGas},flow,504,0.0,,SE,0.0,
33,Electricity,flow,SE_naturalgas_ccccsavgcf_conservative_0_transforms,elec_SE,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccccsavgcf_conservative_0_elec_edge,ThermalPowerCCS{NaturalGas},flow,504,0.0,,SE,0.0,
34,Electricity,flow,SE_naturalgas_ctavgcf_moderate_0_transforms,elec_SE,SE_naturalgas_ctavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0_elec_edge,ThermalPower{NaturalGas},flow,504,0.0,,SE,0.0,
35,Electricity,flow,SE_nuclear_1_transforms,elec_SE,SE_nuclear_1,SE_nuclear_1_elec_edge,ThermalPower{Uranium},flow,504,198866570.2363287,,SE,198866570.2363287,
36,Electricity,flow,SE_nuclear_2_transforms,elec_SE,SE_nuclear_2,SE_nuclear_2_elec_edge,ThermalPower{Uranium},flow,504,13762148.264436025,,SE,13762148.264436025,
37,Electricity,flow,SE_nuclear_mid_0_transforms,elec_SE,SE_nuclear_mid_0,SE_nuclear_mid_0_elec_edge,ThermalPower{Uranium},flow,504,0.0,,SE,0.0,
38,Electricity,flow,SE_small_hydroelectric_1_transforms,elec_SE,SE_small_hydroelectric_1,SE_small_hydroelectric_1_elec_edge,MustRun,flow,504,553695.3030814632,,SE,553695.3030814632,
39,Electricity,flow,SE_utilitypv_class1_moderate_70_0_2_1_transforms,elec_SE,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_1_edge,VRE,flow,504,378434363.83580273,,SE,378434363.83580273,
40,Electricity,flow,SE_utilitypv_class1_moderate_70_0_2_2_transforms,elec_SE,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_2_edge,VRE,flow,504,0.0,,SE,0.0,
41,Electricity,flow,SE_utilitypv_class1_moderate_70_0_2_3_transforms,elec_SE,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_3_edge,VRE,flow,504,123333788.46298474,,SE,123333788.46298474,
42,Electricity,flow,SE_utilitypv_class1_moderate_70_0_2_4_transforms,elec_SE,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_4_edge,VRE,flow,504,0.0,,SE,0.0,
43,Electricity,flow,SE_utilitypv_class1_moderate_70_0_2_5_transforms,elec_SE,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_5_edge,VRE,flow,504,0.0,,SE,0.0,
44,Electricity,flow,SE_utilitypv_class1_moderate_70_0_2_6_transforms,elec_SE,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_6_edge,VRE,flow,504,0.0,,SE,0.0,
45,Electricity,flow,SE_utilitypv_class1_moderate_70_0_2_7_transforms,elec_SE,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_7_edge,VRE,flow,504,0.0,,SE,0.0,
46,Electricity,flow,SE_utilitypv_class1_moderate_70_0_2_8_transforms,elec_SE,SE_utilitypv_class1_moderate_70_0_2_8,SE_utilitypv_class1_moderate_70_0_2_8_edge,VRE,flow,504,0.0,,SE,0.0,
47,Electricity,flow,battery_SE_storage,elec_SE,battery_SE,battery_SE_discharge_edge,Battery,flow,504,14366603.140248643,,SE,14366603.140248643,
48,Electricity,flow,elec_SE,SE_ATR_wCCS_94pct_transforms,SE_ATR_wCCS_94pct,SE_ATR_wCCS_94pct_elec_edge,ThermalHydrogenCCS{NaturalGas},flow,504,3.9030531436848084e-08,,SE,-3.9030531436848084e-08,
49,Electricity,flow,elec_SE,SE_Above_ground_storage_transforms,SE_Above_ground_storage,SE_Above_ground_storage_charge_elec_edge,GasStorage{Hydrogen},flow,504,1104345.7437246135,,SE,-1104345.7437246135,
50,Electricity,flow,elec_SE,SE_Above_ground_storage_transforms,SE_Above_ground_storage,SE_Above_ground_storage_discharge_elec_edge,GasStorage{Hydrogen},flow,504,2208691.4874492246,,SE,-2208691.4874492246,
51,Electricity,flow,elec_SE,SE_BECCS_FT_Herb_transforms,SE_BECCS_FT_Herb,SE_BECCS_FT_Herb_elec_consumption_edge,BECCSLiquidFuels,flow,504,0.0,,SE,-0.0,
52,Electricity,flow,elec_SE,SE_BECCS_FT_Wood_transforms,SE_BECCS_FT_Wood,SE_BECCS_FT_Wood_elec_consumption_edge,BECCSLiquidFuels,flow,504,0.0,,SE,-0.0,
53,Electricity,flow,elec_SE,SE_BECCS_H2_Herb_transforms,SE_BECCS_H2_Herb,SE_BECCS_H2_Herb_elec_edge,BECCSHydrogen,flow,504,2029623.4380321812,,SE,-2029623.4380321812,
54,Electricity,flow,elec_SE,SE_BECCS_H2_Wood_transforms,SE_BECCS_H2_Wood,SE_BECCS_H2_Wood_elec_edge,BECCSHydrogen,flow,504,2269646.600841234,,SE,-2269646.600841234,
55,Electricity,flow,elec_SE,SE_BECCS_NaturalGas_Herb_transforms,SE_BECCS_NaturalGas_Herb,SE_BECCS_NaturalGas_Herb_elec_edge,BECCSNaturalGas,flow,504,0.0,,SE,-0.0,
56,Electricity,flow,elec_SE,SE_BECCS_NaturalGas_Wood_transforms,SE_BECCS_NaturalGas_Wood,SE_BECCS_NaturalGas_Wood_elec_edge,BECCSNaturalGas,flow,504,0.0,,SE,-0.0,
57,Electricity,flow,elec_SE,SE_Bio_FT_Herb_transforms,SE_Bio_FT_Herb,SE_Bio_FT_Herb_elec_consumption_edge,BECCSLiquidFuels,flow,504,0.0,,SE,-0.0,
58,Electricity,flow,elec_SE,SE_Bio_FT_Wood_transforms,SE_Bio_FT_Wood,SE_Bio_FT_Wood_elec_consumption_edge,BECCSLiquidFuels,flow,504,0.0,,SE,-0.0,
59,Electricity,flow,elec_SE,SE_Bio_Gasoline_Herb_transforms,SE_Bio_Gasoline_Herb,SE_Bio_Gasoline_Herb_elec_edge,BECCSGasoline,flow,504,0.0,,SE,-0.0,
60,Electricity,flow,elec_SE,SE_Bio_Gasoline_Wood_transforms,SE_Bio_Gasoline_Wood,SE_Bio_Gasoline_Wood_elec_edge,BECCSGasoline,flow,504,0.0,,SE,-0.0,
61,Electricity,flow,elec_SE,SE_Bio_NaturalGas_Herb_transforms,SE_Bio_NaturalGas_Herb,SE_Bio_NaturalGas_Herb_elec_edge,BECCSNaturalGas,flow,504,0.0,,SE,-0.0,
62,Electricity,flow,elec_SE,SE_Bio_NaturalGas_Wood_transforms,SE_Bio_NaturalGas_Wood,SE_Bio_NaturalGas_Wood_elec_edge,BECCSNaturalGas,flow,504,0.0,,SE,-0.0,
63,Electricity,flow,elec_SE,SE_Biochemical_CCS_20_transforms,SE_Biochemical_CCS_20,SE_Biochemical_CCS_20_elec_consumption_edge,BioEthanol,flow,504,0.0,,SE,-0.0,
64,Electricity,flow,elec_SE,SE_Biochemical_CCS_86_transforms,SE_Biochemical_CCS_86,SE_Biochemical_CCS_86_elec_consumption_edge,BioEthanol,flow,504,0.0,,SE,-0.0,
65,Electricity,flow,elec_SE,SE_Biochemical_Non_CCS_transforms,SE_Biochemical_Non_CCS,SE_Biochemical_Non_CCS_elec_consumption_edge,BioEthanol,flow,504,0.0,,SE,-0.0,
66,Electricity,flow,elec_SE,SE_DryMill_Existing_Non_CCS_transforms,SE_DryMill_Existing_Non_CCS,SE_DryMill_Existing_Non_CCS_elec_consumption_edge,BioEthanol,flow,504,473040.00000000006,,SE,-473040.00000000006,
67,Electricity,flow,elec_SE,SE_ESC_transforms,SE_ESC,SE_ESC_elec_consumption_edge,SteamCracker,flow,504,15293965.00912334,,SE,-15293965.00912334,
68,Electricity,flow,elec_SE,SE_Electrolyzer_transforms,SE_Electrolyzer,SE_Electrolyzer_elec_edge,Electrolyzer,flow,504,263584473.6602301,,SE,-263584473.6602301,
69,Electricity,flow,elec_SE,SE_Ethanol_Dehydration_H2fuel_transforms,SE_Ethanol_Dehydration_H2fuel,SE_Ethanol_Dehydration_H2fuel_elec_consumption_edge,EthanolDehydration,flow,504,338862.15481825557,,SE,-338862.15481825557,
70,Electricity,flow,elec_SE,SE_Ethanol_Dehydration_NGfuel_transforms,SE_Ethanol_Dehydration_NGfuel,SE_Ethanol_Dehydration_NGfuel_elec_consumption_edge,EthanolDehydration,flow,504,0.0,,SE,-0.0,
71,Electricity,flow,elec_SE,SE_Ethanol_Diesel_Upgrade_transforms,SE_Ethanol_Diesel_Upgrade,SE_Ethanol_Diesel_Upgrade_elec_consumption_edge,EthanolUpgrade,flow,504,0.0,,SE,-0.0,
72,Electricity,flow,elec_SE,SE_Ethanol_Gasoline_Upgrade_transforms,SE_Ethanol_Gasoline_Upgrade,SE_Ethanol_Gasoline_Upgrade_elec_consumption_edge,EthanolUpgrade,flow,504,0.0,,SE,-0.0,
73,Electricity,flow,elec_SE,SE_Ethanol_JetFuel_Upgrade_transforms,SE_Ethanol_JetFuel_Upgrade,SE_Ethanol_JetFuel_Upgrade_elec_consumption_edge,EthanolUpgrade,flow,504,0.0,,SE,-0.0,
74,Electricity,flow,elec_SE,SE_Ethanol_Multiproduct_Upgrade_transforms,SE_Ethanol_Multiproduct_Upgrade,SE_Ethanol_Multiproduct_Upgrade_elec_consumption_edge,EthanolUpgrade,flow,504,0.0,,SE,-0.0,
75,Electricity,flow,elec_SE,SE_Large_SMR_Non_CCS_transforms,SE_Large_SMR_Non_CCS,SE_Large_SMR_Non_CCS_elec_edge,ThermalHydrogen{NaturalGas},flow,504,-2.4776206258799e-08,,SE,2.4776206258799e-08,
76,Electricity,flow,elec_SE,SE_Large_SMR_wCCS_96pct_transforms,SE_Large_SMR_wCCS_96pct,SE_Large_SMR_wCCS_96pct_elec_edge,ThermalHydrogenCCS{NaturalGas},flow,504,0.0,,SE,-0.0,
77,Electricity,flow,elec_SE,SE_Sorbent_DAC_transforms,SE_Sorbent_DAC,SE_Sorbent_DAC_elec_edge,ElectricDAC,flow,504,0.0,,SE,-0.0,
78,Electricity,flow,elec_SE,SE_Synthetic_FT_transforms,SE_Synthetic_FT,SE_Synthetic_FT_elec_edge,SyntheticLiquidFuels,flow,504,0.0,,SE,-0.0,
79,Electricity,flow,elec_SE,SE_Synthetic_NaturalGas_transforms,SE_Synthetic_NaturalGas,SE_Synthetic_NaturalGas_elec_edge,SyntheticNaturalGas,flow,504,10805053.646556845,,SE,-10805053.646556845,
80,Electricity,flow,elec_SE,SE_TSC_CCS_90_H2prod_transforms,SE_TSC_CCS_90_H2prod,SE_TSC_CCS_90_H2prod_elec_consumption_edge,SteamCracker,flow,504,0.0,,SE,-0.0,
81,Electricity,flow,elec_SE,SE_TSC_CCS_90_transforms,SE_TSC_CCS_90,SE_TSC_CCS_90_elec_consumption_edge,SteamCracker,flow,504,0.0,,SE,-0.0,
82,Electricity,flow,elec_SE,SE_TSC_Non_CCS_H2fuel_transforms,SE_TSC_Non_CCS_H2fuel,SE_TSC_Non_CCS_H2fuel_elec_consumption_edge,SteamCracker,flow,504,0.0,,SE,-0.0,
83,Electricity,flow,elec_SE,SE_TSC_Non_CCS_H2prod_transforms,SE_TSC_Non_CCS_H2prod,SE_TSC_Non_CCS_H2prod_elec_consumption_edge,SteamCracker,flow,504,0.0,,SE,-0.0,
84,Electricity,flow,elec_SE,SE_TSC_Non_CCS_transforms,SE_TSC_Non_CCS,SE_TSC_Non_CCS_elec_consumption_edge,SteamCracker,flow,504,0.0,,SE,-0.0,
85,Electricity,flow,elec_SE,Synthetic_Ethylene_CCS_90_transforms,Synthetic_Ethylene_CCS_90,Synthetic_Ethylene_CCS_90_elec_consumption_edge,SyntheticEthylene,flow,504,0.0,,SE,-0.0,
86,Electricity,flow,elec_SE,Synthetic_Ethylene_Non_CCS_transforms,Synthetic_Ethylene_Non_CCS,Synthetic_Ethylene_Non_CCS_elec_consumption_edge,SyntheticEthylene,flow,504,0.0,,SE,-0.0,
87,Electricity,flow,elec_SE,battery_SE_storage,battery_SE,battery_SE_charge_edge,Battery,flow,504,16973774.976664275,,SE,-16973774.976664275,
88,Electricity,flow,elec_SE,pumpedhydro_SE_storage,pumpedhydro_SE,pumpedhydro_SE_charge_edge,Battery,flow,504,24836766.75112815,,SE,-24836766.75112815,
89,Electricity,flow,existing_solar_SE_transforms,elec_SE,existing_solar_SE,existing_solar_SE_edge,VRE,flow,504,14586721.315736303,,SE,14586721.315736303,
90,Electricity,flow,pumpedhydro_SE_storage,elec_SE,pumpedhydro_SE,pumpedhydro_SE_discharge_edge,Battery,flow,504,18626482.245609056,,SE,18626482.245609056,
91,Electricity,flow,uranium_SE,uranium_demand_SE,SE_Electricity_Demand,SE_Electricity_demand_edge,Demand,flow,504,1098309929.208,17.38095238095238,SE,-1098309929.208,63190434.283199996
