Time_Index,None,natgas_fossil_MIDAT,natgas_fossil_NE,natgas_fossil_SE,gasoline_fossil_MIDAT,gasoline_fossil_NE,gasoline_fossil_SE,diesel_fossil_MIDAT,diesel_fossil_NE,diesel_fossil_SE,jetfuel_fossil_MIDAT,jetfuel_fossil_NE,jetfuel_fossil_SE,ethane_fossil_SE,ethane_fossil_MIDAT,ethane_fossil_NE
145,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
146,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
147,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
148,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
149,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
150,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
151,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
152,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
153,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
154,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
155,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
156,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
157,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
158,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
159,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
160,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
161,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
162,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
163,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
164,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
165,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
166,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
167,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
168,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
