Time_Index,None,natgas_fossil_MIDAT,natgas_fossil_NE,natgas_fossil_SE,gasoline_fossil_MIDAT,gasoline_fossil_NE,gasoline_fossil_SE,diesel_fossil_MIDAT,diesel_fossil_NE,diesel_fossil_SE,jetfuel_fossil_MIDAT,jetfuel_fossil_NE,jetfuel_fossil_SE,ethane_fossil_SE,ethane_fossil_MIDAT,ethane_fossil_NE
33,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
34,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
35,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
36,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
37,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
38,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
39,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
40,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
41,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
42,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
43,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
44,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
45,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
46,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
47,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
48,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
49,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
50,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
51,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
52,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
53,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
54,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
55,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
56,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
57,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
58,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
59,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
60,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
61,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
62,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
63,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
64,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
65,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
66,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
67,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
68,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
69,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
70,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
71,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
72,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
73,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
74,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
75,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
76,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
77,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
78,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
79,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
80,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
81,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
82,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
83,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
84,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
85,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
86,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
87,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
88,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
89,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
90,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
91,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
92,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
93,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
94,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
95,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
96,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
97,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
98,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
99,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
100,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
101,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
102,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
103,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
104,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
105,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
106,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
107,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
108,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
109,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
110,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
111,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
112,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
113,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
114,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
115,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
116,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
117,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
118,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
119,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
120,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
121,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
122,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
123,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
124,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
125,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
126,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
127,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
128,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
129,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
130,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
131,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
132,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
133,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
134,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
135,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
136,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
137,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
138,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
139,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
140,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
141,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
142,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
143,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
144,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824,73.46474602,73.46474602,73.46474602
