Time_Index,Electricity_Demand_MW_SE,Electricity_Demand_MW_MIDAT,Electricity_Demand_MW_NE,Hydrogen_Demand_MW_SE,Hydrogen_Demand_MW_MIDAT,Hydrogen_Demand_MW_NE,Diesel_Demand_MW_SE,Diesel_Demand_MW_MIDAT,Diesel_Demand_MW_NE,Gasoline_Demand_MW_SE,Gasoline_Demand_MW_MIDAT,Gasoline_Demand_MW_NE,JetFuel_Demand_MW_SE,JetFuel_Demand_MW_MIDAT,JetFuel_Demand_MW_NE,NaturalGas_Demand_MW_SE,NaturalGas_Demand_MW_MIDAT,NaturalGas_Demand_MW_NE,Demand_Zero,Ethylene_Demand_SE,Ethylene_Demand_MIDAT,Ethylene_Demand_NE
105,839219.4883,592461.8848,259266.5552,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
106,934656.2811,640483.8157,278960.6079,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
107,1.03E+06,679572.2774,292786.5376,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
108,1.12E+06,711050.9704,302560.6681,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
109,1.18E+06,737041.4428,309030.1826,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
110,1.23E+06,759459.7364,313962.8078,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
111,1.27E+06,775839.7783,317085.1838,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
112,1.29E+06,787813.5285,318822.537,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
113,1.30E+06,793718.8056,318798.2384,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
114,1.29E+06,788345.4265,316295.4778,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
115,1.26E+06,771765.9228,309844.1873,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
116,1.22E+06,746796.9364,299742.0251,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
117,1.18E+06,727817.8473,293515.497,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
118,1.13E+06,690977.8637,283601.6493,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
119,1.06E+06,640066.7593,264351.0469,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
120,971423.7625,589004.5475,242980.3875,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
121,897302.4514,550883.1732,225333.4957,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
122,835488.7041,522529.3811,212625.3037,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
123,791058.4565,500153.3977,203458.6395,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
124,757648.1059,487115.8514,197481.1725,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
125,736723.523,479753.899,193520.4931,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
126,722403.9801,475680.0435,192603.2193,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
127,725364.4637,503441.4946,202972.6665,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
128,766075.4242,557380.7913,223176.9909,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
129,851383.3392,621256.9105,246831.723,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
130,954362.1795,679868.4479,268469.6674,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
131,1.05E+06,730489.4261,285618.437,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
132,1.13E+06,768985.5467,299037.3644,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
133,1.19E+06,789947.1649,308368.0445,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
134,1.23E+06,799575.7283,313646.9254,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
135,1.26E+06,815695.8655,316368.3738,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
136,1.27E+06,832136.3503,315882.4008,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
137,1.27E+06,834390.8727,314509.5273,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
138,1.24E+06,822386.901,311879.1989,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
139,1.20E+06,798469.6221,308234.4019,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
140,1.16E+06,771312.6006,299529.4119,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
141,1.12E+06,749988.3247,293497.273,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
142,1.07E+06,706076.5149,281347.9499,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
143,991250.3797,647948.5212,258294.6093,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
144,906425.3396,596281.8798,234998.2822,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
145,832154.5673,556715.9188,218153.2458,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
146,778124.3049,530108.9282,206890.8232,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
147,740212.8696,511571.0726,198981.6139,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
148,717546.4876,507690.6347,196326.9868,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
149,714241.0934,520782.5796,198884.4193,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
150,731584.3534,547589.0319,209423.9571,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
151,765885.7233,596668.7147,232216.0873,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
152,809505.4308,650734.9416,256636.2267,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
153,870111.9906,703145.0314,276409.2501,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
154,941456.7705,753306.6431,292780.463,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
155,1.02E+06,796698.6434,305342.863,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
156,1.09E+06,831042.3328,313610.4774,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
157,1.14E+06,858834.0054,319958.4987,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
158,1.19E+06,883017.2333,325188.7823,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
159,1.23E+06,898164.2388,328189.6652,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
160,1.25E+06,908862.6426,329021.8938,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
161,1.25E+06,910585.2669,328280.7851,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
162,1.24E+06,898303.2576,322989.7549,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
163,1.21E+06,871176.4576,313458.6109,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
164,1.17E+06,839389.5054,303635.8831,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
165,1.13E+06,817503.1099,296929.4568,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
166,1.07E+06,763092.3582,282332.0451,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
167,989255.6461,694852.2574,256484.3602,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
168,898348.6806,633937.8433,231487.1279,17501.85,8924.5,2584.9,4599.34,2583.8,923.2,5332.41,3486.35,2068.66,17362.93,9494.22,9851.25,15210.1,11421.27,5690.56,0,4303.652968,4781.836631,5260.020294
