elec_MA,elec_CT,elec_ME
57.1326138077494,56.42954917484728,0.1
48.0800843268791,47.48841864620627,0.1
48.080084326879096,47.48841864620626,0.1
48.0800843268791,47.48841864620627,0.1
100.43368205919177,99.19776153846153,0.1
100.43368205919177,99.19776153846153,0.1
100.43368205919177,99.19776153846153,0.1
100.43368205919177,99.19776153846153,98.45977383835378
100.43368205919177,99.19776153846153,98.45977383835378
103.72277755619281,102.44638196239904,105.80219776329638
103.72277755619281,102.44638196239904,105.80219776329638
103.72277755619281,102.44638196239904,105.80219776329638
103.72277755619281,102.44638196239904,105.80219776329638
100.43368205919177,99.19776153846153,102.44716292490186
100.43368205919177,99.19776153846153,102.44716292490186
102.0782298076923,100.82207175043028,104.12468034409912
214.10059290593733,211.4659059080335,209.89269261035477
103.72277755619281,74.12774623829493,101.68422595568838
100.43368205919177,74.12774623829493,98.45977383835378
102.0782298076923,87.90726162369438,0.1
89.0025120293177,87.90726162369438,0.1
0.10200478646647987,0.10000000000000002,0.1
0.10200478646647987,0.1,0.1
0.10200478646647991,0.1007495321910036,0.1
0.4477372240861057,0.4422274427876696,0.1
0.10200478646647987,0.10074953219100356,0.1
0.10200478646647987,0.1,0.1
0.10200478646647987,0.1,0.1
0.10200478646647987,0.10074953219100356,0.1
0.10200478646647987,0.10074953219100356,0.1
0.10200478646647987,0.10074953219100356,0.1
393.7392555679668,388.89396446844603,0.1
0.10200478646647987,0.10074953219100356,0.1
0.10200478646647987,0.10000000000000452,0.1
0.10200478646647987,0.1,0.1
0.10200478646647987,0.1,0.1
0.10200478646647991,0.1,0.1
0.10200478646647991,0.1,0.1
0.10200478646647987,0.1,0.1
0.10200478646647987,0.10000000000000002,0.1
100.43368205919177,99.19776153846153,0.1
102.53669200461414,99.19776153846153,0.1
102.53669200461411,99.19776153846153,0.1
219.7638706787541,217.0594923076923,0.1
102.53669200461411,99.19776153846153,0.1
100.43368205919177,99.19776153846153,0.1
100.43368205919177,99.19776153846153,0.1
100.43368205919177,99.19776153846153,0.1
84.73010849489992,83.68743359076937,0.1
84.73010849489992,83.68743359076937,0.1
100.43368205919177,99.19776153846153,98.45977383835378
84.73010849489992,83.68743359076937,83.06483590624777
84.73010849489992,83.68402536615386,83.06483590624777
84.73010849489992,83.68743359076937,83.06483590624777
100.43368205919177,99.19776153846153,0.1
126.97388771546416,125.41136774998135,0.1
100.43368205919177,99.19776153846153,0.1
