case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,FixedCost,missing,4.998309757842318e9
missing,all,cost,all,all,all,Cost,VariableCost,missing,3.9264518448978434e9
missing,all,cost,all,all,all,Cost,TotalCost,missing,8.924761602740162e9
