natgas_SE,ethane_SE,natgas_demand_SE,biocorn_SE,biowood_SE,bioherb_SE,elec_SE,ethylene_SE,ethylene_demand_SE,h2_SE,co2_captured_SE,gasoline_SE,ethanol_SE,e10_SE,e10_demand_SE,jetfuel_SE,jetfuel_demand_SE,diesel_SE,diesel_demand_SE
-55.22755567580177,21.98,137.52186011884922,155.0,565.9690350365438,332.7332648743056,10.432150001454797,33.25327926936706,3158.4159524314387,11.928510693289319,-603.7999717651172,94.95991,-126.93176796956182,79.32338739460545,319.4219430952076,-194.6523937339917,50.540191057710956,97.34841,348.99343157407833
-55.22755567580177,21.98,137.52186011884922,155.0,565.9690350365439,428.0321469399841,10.432150001454797,33.25327926936706,3158.4159524314387,11.928510693289319,-603.7999717651172,94.95991,-126.93176796956182,79.32338739460545,319.4219430952076,75.68131,320.87389479170264,97.34841,348.99343157407833
-55.22755567580177,21.98,137.52186011884922,155.0,565.9690350365439,565.9690350365439,10.432150001454797,27949.331617575765,31074.494290737835,11.928510693289319,-603.7999717651172,94.95991,1839.7287299961365,217.3532713089024,457.4518270095046,-194.6523937339915,50.540191057711155,97.34841,348.99343157407833
-55.22755567580177,21.98,137.52186011884922,155.0,517.9686313738915,565.9690350365438,10.432150001454797,33.25327926936706,3158.4159524314387,11.928510693289319,-603.7999717651172,94.95991,-126.93176796956182,79.32338739460545,319.4219430952076,75.68131,320.87389479170264,97.34841,348.99343157407833
-55.22755567580176,21.98,137.52186011884922,155.0,565.969035036544,565.969035036544,10.432150001454797,33.25327926936706,3158.4159524314387,11.928510693289319,-603.7999717651171,94.95991,-126.93176796956182,79.32338739460545,319.4219430952076,75.68131,320.87389479170264,97.34841,348.99343157407833
-55.22755567580177,21.98,137.52186011884922,155.0,332.7332648743056,565.9690350365438,10.432150001454797,33.25327926936706,3158.4159524314387,11.928510693289319,-603.7999717651172,94.95991,-126.93176796956182,79.32338739460545,319.4219430952076,75.68131,320.87389479170264,97.34841,348.99343157407833
-55.22755567580177,21.98,137.52186011884922,155.0,565.9690350365438,565.9690350365438,10.432150001454797,33.25327926936706,3158.4159524314387,11.928510693289319,-603.7999717651172,94.95991,-126.93176796956182,79.32338739460545,319.4219430952076,-154.30157948953615,90.89100530216649,97.34841,348.99343157407833
-55.444979321112136,21.98,137.30443647353883,155.0,427.98407865453083,427.98407865453083,10.160817986087503,31.915120622814964,3157.077793784886,11.618259513399348,-603.799971765117,94.95991,-126.9867825876308,79.31952619875923,319.4180818993614,-269.1710440377687,-23.97845924606602,97.34841,348.99343157407833
-90.09144057469737,21.98,102.6579752199536,155.0,566.213860772524,566.213860772524,-0.0,-86.06140061194924,3039.101272550122,11.719867693260223,-603.7999717651171,94.95991,-135.14460314571488,78.74697032254635,318.8455260231485,75.68131,320.87389479170264,97.34841,348.99343157407833
-76.7785336149288,21.98,115.97088217972217,155.0,566.2138607725237,566.2138607725237,-0.0,-42.586202085744546,3082.576471076327,11.719867693260223,-603.7999717651172,94.95991,-132.08181780220983,78.96193162667367,319.0604873272759,75.68131,320.87389479170264,97.34841,348.99343157407833
-90.09144057469742,21.98,102.65797521995356,155.0,566.2138607725237,566.2138607725237,-0.0,-86.06140061194924,3039.101272550122,11.719867693260223,-603.7999717651172,94.95991,-135.14460314571488,78.74697032254635,318.8455260231485,-193.12811980001715,52.06446499168552,97.34841,348.99343157407833
-54.57303929052266,21.98,138.1763765041283,155.0,566.2138607725237,429.4002369051874,-0.0,29.929010184833228,3155.091683346905,11.719867693260223,-603.7999717651172,94.95991,-126.97319180733113,79.32048006640899,319.41903576701117,75.68131,320.87389479170264,97.34841,348.99343157407833
-54.57303929052266,21.98,138.1763765041283,155.0,336.70457097664803,566.2138607725237,-0.0,29.929010184833228,3155.091683346905,11.719867693260223,-603.7999717651172,94.95991,-126.97319180733113,79.32048006640899,319.41903576701117,75.68131,320.87389479170264,97.34841,348.99343157407833
-54.57303929052266,21.98,138.1763765041283,155.0,86.55,566.2138607725237,-0.0,29.929010184833228,3155.091683346905,11.719867693260223,-603.7999717651172,94.95991,-126.97319180733113,79.32048006640899,319.41903576701117,75.68131,320.87389479170264,97.34841,348.99343157407833
-54.57303929052266,21.98,138.1763765041283,155.0,566.2138607725237,566.2138607725237,-0.0,29.929010184833228,3155.091683346905,11.719867693260223,-603.7999717651172,94.95991,-126.97319180733113,79.32048006640899,319.41903576701117,75.68131,320.87389479170264,97.34841,348.99343157407833
-89.87448717930678,21.98,102.87492861534419,155.0,566.2138607725237,566.2138607725237,-0.0,-85.35290832217042,3039.809764839901,11.719867693260223,-603.7999717651172,94.95991,-135.0946905547508,78.75047343309531,318.84902913369746,-138.68046557273422,106.51211921896842,97.34841,348.99343157407833
-55.66193271650275,21.98,137.08748307814824,155.0,331.59417034815107,565.0619714480506,10.160817986087503,31.206628333035823,3156.3693014951073,11.618259513399348,-603.7999717651172,94.95991,-127.0366951785949,79.31602308821027,319.41457878881243,75.68131,320.87389479170264,97.34841,348.99343157407833
-55.22755567580177,21.98,137.52186011884922,155.0,565.9690350365438,565.9690350365438,10.432150001454797,33.25327926936706,3158.4159524314387,11.928510693289319,-603.7999717651172,94.95991,-126.93176796956182,79.32338739460545,319.4219430952076,-194.65239373399157,50.54019105771108,97.34841,348.99343157407833
-55.22755567580177,21.98,137.52186011884922,155.0,517.9686313738915,565.9690350365438,10.432150001454797,33.25327926936706,3158.4159524314387,11.928510693289319,-603.7999717651172,94.95991,-126.93176796956182,79.32338739460545,319.4219430952076,-137.40191526956107,107.79066952214157,97.34841,348.99343157407833
-55.22755567580177,21.98,137.52186011884922,155.0,565.9690350365438,565.9690350365438,10.432150001454797,33.25327926936706,3158.4159524314387,11.928510693289319,-603.7999717651172,94.95991,-126.93176796956182,79.32338739460545,319.4219430952076,75.68131,320.87389479170264,97.34841,348.99343157407833
-55.22755567580177,21.98,137.52186011884922,155.0,332.7332648743056,565.9690350365438,10.432150001454797,33.25327926936706,3158.4159524314387,11.928510693289319,-603.7999717651172,94.95991,-126.93176796956182,79.32338739460545,319.4219430952076,75.68131,320.87389479170264,97.34841,348.99343157407833
-55.22755567580177,21.98,137.52186011884922,155.0,565.9690350365439,565.9690350365438,10.432150001454797,33.25327926936706,3158.4159524314387,11.928510693289319,-603.7999717651172,94.95991,-126.93176796956182,79.32338739460545,319.4219430952076,-194.65239373399157,50.54019105771108,97.34841,348.99343157407833
-55.22755567580177,21.98,137.52186011884922,155.0,565.9690350365438,565.9690350365438,10.432150001454797,33.25327926936706,3158.4159524314387,11.928510693289319,-603.7999717651172,94.95991,-126.93176796956182,79.32338739460545,319.4219430952076,-194.65239373399157,50.54019105771108,97.34841,348.99343157407833
-89.23276523228523,21.98,103.51665056236574,155.0,86.55,415.8990151529097,10.432150001454797,-77.79558788346233,3047.367085278609,11.928510693289319,-603.7999717651171,94.95991,-134.7550523767283,78.77431090699271,318.8728666075949,75.68131,320.87389479170264,97.34841,348.99343157407833
-89.23276523228525,21.98,103.51665056236573,155.0,565.9690350365438,565.9690350365438,10.432150001454797,-77.79558788346233,3047.367085278609,11.928510693289319,-603.7999717651172,94.95991,-134.7550523767283,78.77431090699271,318.8728666075949,-137.40191526956113,107.79066952214153,97.34841,348.99343157407833
-56.28721997544685,21.98,136.4621958192041,155.0,565.9690350365438,565.9690350365438,10.432150001454797,29.792794197441925,3154.955467359513,11.928510693289319,-603.7999717651172,94.95991,-127.17555576855995,79.30627717063429,319.40483287123647,75.68131,320.87389479170264,97.34841,348.99343157407833
-55.22755567580177,21.98,137.52186011884922,155.0,565.9690350365439,565.9690350365438,10.432150001454797,33.25327926936706,3158.4159524314387,11.928510693289319,-603.7999717651172,94.95991,-126.93176796956182,79.32338739460545,319.4219430952076,-194.6523937339915,50.540191057711155,97.34841,348.99343157407833
-89.23276523228525,21.98,103.51665056236573,155.0,425.1021043356129,565.9690350365439,10.432150001454797,-77.79558788346233,3047.367085278609,11.928510693289319,-603.7999717651172,94.95991,-134.7550523767283,78.77431090699271,318.8728666075949,-137.40191526956113,107.79066952214153,97.34841,348.99343157407833
-89.23276523228525,21.98,103.51665056236573,155.0,565.9690350365439,565.9690350365439,10.432150001454797,-77.79558788346233,3047.367085278609,11.928510693289319,-603.7999717651172,94.95991,-134.7550523767283,78.77431090699271,318.8728666075949,75.68131,320.87389479170264,97.34841,348.99343157407833
-89.23276523228523,21.98,103.51665056236574,155.0,86.55,565.969035036544,10.432150001454797,-77.79558788346202,3047.3670852786095,11.928510693289319,-603.7999717651171,94.95991,-134.75505237672826,78.77431090699271,318.8728666075949,75.68131,320.87389479170264,97.34841,348.99343157407833
-55.24457913212513,21.98,137.50483666252583,155.0,565.9626673117368,565.9626673117368,10.703482016822091,33.33974089330898,3158.50241405538,11.933937333596663,-603.799971765117,94.95991,-126.93069056812638,79.32346301192486,319.42201871252706,75.68131,320.87389479170264,97.34841,348.99343157407833
