time,co2_CA_to_NW_storage,co2_NW_to_CA_storage,co2_CA_to_SW_storage,co2_SW_to_CA_storage,co2_NW_to_SW_storage,co2_SW_to_NW_storage,co2_SW_to_CEN_storage,co2_CEN_to_SW_storage,co2_TX_to_CEN_storage,co2_CEN_to_TX_storage,co2_NCEN_to_CEN_storage,co2_CEN_to_NCEN_storage,co2_NCEN_to_SE_storage,co2_SE_to_NCEN_storage,co2_NCEN_to_MIDAT_storage,co2_MIDAT_to_NCEN_storage,co2_CEN_to_SE_storage,co2_SE_to_CEN_storage,co2_SE_to_MIDAT_storage,co2_MIDAT_to_SE_storage,co2_MIDAT_to_NE_storage,co2_NE_to_MIDAT_storage,CA_battery_moderate_0_storage,NW_battery_moderate_0_storage,SW_battery_moderate_0_storage,TX_battery_moderate_0_storage,NCEN_battery_moderate_0_storage,CEN_battery_moderate_0_storage,SE_battery_moderate_0_storage,MIDAT_battery_moderate_0_storage,NE_battery_moderate_0_storage,CA_hydroelectric_pumped_storage_1_storage,CEN_hydroelectric_pumped_storage_1_storage,MIDAT_hydroelectric_pumped_storage_1_storage,NE_hydroelectric_pumped_storage_1_storage,NW_hydroelectric_pumped_storage_1_storage,NCEN_hydroelectric_pumped_storage_1_storage,SE_hydroelectric_pumped_storage_1_storage,SW_hydroelectric_pumped_storage_1_storage,h2_CA_to_NW_storage,h2_NW_to_CA_storage,h2_CA_to_SW_storage,h2_SW_to_CA_storage,h2_NW_to_SW_storage,h2_SW_to_NW_storage,h2_SW_to_CEN_storage,h2_CEN_to_SW_storage,h2_TX_to_CEN_storage,h2_CEN_to_TX_storage,h2_NCEN_to_CEN_storage,h2_CEN_to_NCEN_storage,h2_NCEN_to_SE_storage,h2_SE_to_NCEN_storage,h2_NCEN_to_MIDAT_storage,h2_MIDAT_to_NCEN_storage,h2_CEN_to_SE_storage,h2_SE_to_CEN_storage,h2_SE_to_MIDAT_storage,h2_MIDAT_to_SE_storage,h2_MIDAT_to_NE_storage,h2_NE_to_MIDAT_storage,CA_Above_ground_storage_storage,NW_Above_ground_storage_storage,SW_Above_ground_storage_storage,TX_Above_ground_storage_storage,NCEN_Above_ground_storage_storage,CEN_Above_ground_storage_storage,SE_Above_ground_storage_storage,MIDAT_Above_ground_storage_storage,NE_Above_ground_storage_storage,CA_conventional_hydroelectric_1_storage,CEN_conventional_hydroelectric_1_storage,MIDAT_conventional_hydroelectric_1_storage,NE_conventional_hydroelectric_1_storage,NW_conventional_hydroelectric_1_storage,NCEN_conventional_hydroelectric_1_storage,SE_conventional_hydroelectric_1_storage,SW_conventional_hydroelectric_1_storage,TX_conventional_hydroelectric_1_storage
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.335389756575697,18.96913124496071,13.39337976965392,4.638778708753499,8.354992539168391,6.922085655528834,8.026510877618469,6.907413713701357,7.349959755096649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206867.19448220875,97994.47631589958,187765.97345762627,197565.7922825646,179003.14638104723,398070.31166638463,1.0964616674821738e6,410937.2676545652,350078.47005985945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.962461369154703,17.70433073954621,11.875993564995822,7.524730737191224,7.854471157614666,10.238560262655067,7.1086659336382905,6.916934308849283,6.352109050030462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206962.96648719473,97235.47342046967,181250.11201720012,201510.2308218454,175288.25351413185,406841.02694270416,1.1083281086602116e6,417723.1381641182,362467.8249059805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0436226723269,17.20627322979646,10.312764093396423,9.296901658940243,7.710987105129496,13.107813691528337,7.3086953389697475,7.756871082751117,8.353966106863773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209049.52973185005,93945.02864992067,179830.87350777962,205998.85070427042,179659.64565699018,415610.9895770959,1.1222128682259733e6,424516.6237896757,376667.9848664083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.115170532300104,12.55222111378593,8.981471212053144,10.929796876277283,7.3931804549272995,13.593447490474986,7.284617950902481,7.708586948529654,6.903408252260073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211152.13573626292,89847.62064964887,180588.94351567974,210531.6300877158,187221.3433021812,424374.9059620835,1.13569661381624e6,431303.94873472344,391601.6095506134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.96016264866958,11.672920821604052,9.5821997781124,11.442597953185931,7.26841820047885,11.52784220521636,6.981392665392415,7.504943841799879,7.781717890699584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213280.58271237297,86287.49177584932,183801.5650909669,214396.79219444143,195637.47028499996,433133.4762980679,1.149428578311148e6,438096.17539822863,407136.4668917857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.220690948006926,10.241486196426855,10.834216507184204,12.539530534259892,7.004541141048936,9.905490473495282,7.24474703717344,7.372317001643332,9.844796596357916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215979.94160246436,86278.70197250324,187019.06576407136,218122.67224376058,204051.1304279038,441890.4597293109,1.1615020787540432e6,444888.7974940472,422725.75235072325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.795308204380827,7.679053448800333,11.547162147594214,10.975709698876077,6.715315821413028,8.698810126985169,7.417756935002494,6.958575155013329,10.88085323241163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220834.40124611717,88172.88271972141,190236.46032388372,221780.2137855832,212468.97399317095,450648.8653280715,1.171995405048521e6,451679.1980469875,437532.514484615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.268198706283107,3.5576991665833493,12.170069088066024,12.435683545817813,8.831303823865197,11.988279050137178,7.415535601680726,10.032104110462598,11.73322154356822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228234.1213584841,90694.0143028281,193817.7190593609,225423.26679643427,220907.1771808628,459426.23588086956,1.181438833667819e6,458484.1125182886,451334.82129866985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.816232057347033,11.786074196483487,12.821156303937482,15.11890151309019,11.268511777493902,16.086765410735094,7.4667765691565,9.949928732677067,10.521266850855417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235633.22245368242,93276.31139667841,197883.93292918883,229938.09344636477,229344.40629067313,468208.30030176416,1.1839850677051032e6,465276.948904527,462670.6882937829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.275414978064441,15.50168773351086,13.363373161966571,12.765514643301165,9.248108423313354,13.301784340482637,7.707428989563981,8.492043035895536,9.5969491557505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243032.00991669964,95858.40377889111,201637.32991531884,233543.85928710733,237708.06830156498,476937.7695567879,1.1576219698009552e6,465770.1237127919,456512.89289649756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.325474306435847,18.604921073278412,13.1695382300607,7.960786953207179,6.518853736309726,8.155164953011276,7.383921768684419,6.00466521198537,8.889752970009472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250430.95929241113,98441.05713766393,204876.92659140035,231776.87288368706,246095.73619466077,476950.9985017534,1.1231569750103042e6,461075.29439330974,441606.81428873737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8468749417071,23.160251942725633,12.026035612797632,7.606576644464245,8.758763501460948,12.30607359178423,8.518675554206776,5.8539770759516445,8.072912431900903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256157.4152003513,101023.21936126442,208094.67108417532,235416.7475386748,256171.8630581333,485876.27155533875,1.1370811995733937e6,467871.51497380825,430758.99479951354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.047384563768698,25.264844344606882,10.12513750901758,9.297440571811022,11.442797158358134,16.626449493721832,10.755081810654668,7.6949121362726,7.756911450208357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260062.84129765036,103604.51217489735,211311.0780734297,240208.87918318989,266293.9764796325,494652.20589271915,1.155803331474132e6,474671.1786197523,424402.65469254705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.104623421315441,18.859198937839313,9.513300035278053,10.115787110349492,10.118109244267814,13.779289295397923,9.99741428512028,7.330602197923518,7.557981052703626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266234.31458031054,106166.97961267066,220409.28907877288,244165.64860549427,274719.4395476697,501599.7036950203,1.1697010350902148e6,481465.4660217254,414205.2388202044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.414529535779348,18.236414554093457,12.678654262505152,10.768179521915137,8.687546561195106,11.368149621476583,9.170726516601686,6.863030004639115,6.668081732726661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273644.58775036864,108741.44860971846,231080.2906798798,248390.57137957364,283141.544288439,499756.424597899,1.1835980290715564e6,488262.66871024173,412408.73822463246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.534674613229893,18.16153606346534,15.093410901876416,11.038347319531233,7.0852183997798015,8.902386172282768,7.599234534705496,5.777202756814888,4.886372628224268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281055.24628962507,111315.13455146039,241751.7717328443,254231.02021298127,291563.7037854881,499631.3974899581,1.1974945649692782e6,495059.92700289807,413140.81860881555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.549059323086455,13.921629019880735,13.86529359818042,11.114692805187978,6.425829902373696,7.834554497412079,8.143325843761575,5.892085841882109,6.783239355404522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286935.7000862642,113836.82849762074,252415.2948474571,260610.16829507862,299995.0533189463,508386.17094836116,1.2113958710944583e6,501860.5509072579,418932.280604811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.22888232107974,9.52860738060459,13.048072848060446,11.51225100241797,7.848260578204353,9.525322644577084,9.447457814978494,7.814536047582429,8.844136971791821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292482.1921052325,116361.7088668437,263078.7180902653,268102.0439469742,310809.2523336586,517150.37316645094,1.2345824386153864e6,508826.0694213264,431344.9746725146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.952472444034516,4.027505744470705,12.068318080946229,12.152495110618034,9.617465172227892,11.541000063866624,11.399143284669298,9.906584008847316,11.344211214197664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297826.7550053929,118926.78848608464,273741.2333083161,277342.1422012766,327301.37589196913,525917.791949941,1.2597628387049108e6,517883.6409493289,443968.41101708857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.169439844641545,12.692329461464105,14.5416317173685,12.792057080680387,12.156449979913699,15.099944372060289,14.424625426397718,12.413876708926203,12.17553678539242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304236.0995002611,121510.8974475924,284412.3063027661,287281.8203951539,348108.2641617369,534685.6205073225,1.2767598276541105e6,525077.6611609922,456378.7554170083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.698530943734891,18.18699266252391,18.26163695642295,15.332349222176779,9.755764472823444,11.284862771661109,14.389161267593243,9.987063668634878,9.949027999920778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311186.9460976863,124094.60797990231,295082.61540542764,295615.24232070096,356533.65096877445,538371.9946853385,1.258534927408542e6,520213.35086675244,458669.9689254558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.699325852092727,25.98892227868771,20.298637581185737,11.307077807036096,7.419759886350318,7.561879425265411,10.850070428497759,8.584894581726708,8.42533401206343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315237.4965512592,126676.94969563124,305745.21148779336,295777.6704447069,364954.93991713214,543971.0125302227,1.2090090790391404e6,513290.42149139935,459023.6310755255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.90555419790616,20.593429255030944,16.258197798724954,8.007650593469949,6.236801703292471,5.976672128487369,11.321990053173689,7.324021484716441,6.9982759834828805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315201.9885615099,129180.16185994892,302308.9752631535,296374.2555587548,373385.86010546365,552735.9969725687,1.1606686712024235e6,506437.339036113,459535.9767331625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.456505413120254,17.195739443173704,14.139291462969059,8.444840618128081,6.721050392989799,6.667561270727143,10.6414133663804,5.918265352669867,5.10953782880963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314233.1282867432,130732.73834273621,294763.6385974891,300010.0882169509,384647.3825234219,561507.6143238036,1.1188433600156116e6,504922.50632594456,465347.6046702094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.467293134336987,14.342302539675439,12.50697312428009,8.364443077755617,6.017920142331789,6.458007986910831,10.061405197871652,4.045561590150584,5.574307588238765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312274.664235265,131993.5602934961,287509.833556261,303647.68120116054,401974.86625599203,571535.2599471426,1.0850128537572445e6,509974.9087898513,477750.47351252916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.659197190671412,10.41796516797625,10.282165620720013,8.892188827316351,4.529192711253152,5.6151161285222875,9.633028892771272,5.9025888236487445,7.150304752002243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311866.92935286526,133170.0966511074,282166.9889811569,308025.15961539396,422828.87961503805,584487.15076075,1.058936993898615e6,517617.05078667344,492516.92286607524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47492584931465,3.3767788388715276,7.806952221435186,10.105566010547706,2.9730308000144365,3.0599121592186282,9.528369504441441,7.5468178128201915,8.306974162498578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312633.7328768264,134881.80583014525,282205.5707315109,316856.5921892593,443709.3518105786,597442.8289252142,1.0393564639734627e6,527729.4820389961,509001.51190904283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.124739019875463,12.526428234265492,10.847692572662504,11.189625446236965,6.944345033847323,9.491226315369902,9.58728323837632,8.897228139647037,9.036051073834756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315346.70952933084,137463.54853153735,285426.428152369,326768.13537237415,464593.56826891255,610406.0347805554,1.02205960212261e6,537815.9430422168,525397.725638928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.697884332980914,14.73579082474005,11.4953798972529,11.338557993807212,8.84755837871846,12.053764591922818,9.815678961902073,10.30283854286323,10.080525355112616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320512.7071304561,140045.21099155463,288650.9718257784,334629.27717819304,485478.0416941015,623369.390225757,1.0047684438153177e6,546738.1887438938,540631.947236711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.423883720313093,17.375601336126106,12.305569742665284,9.334914585002483,9.802824541626274,12.8939812615386,10.25725742741888,12.37723801710138,11.296275201560041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327465.46833026985,142627.2374054788,291877.086156388,341732.15790137736,506362.39468820905,636332.7046318431,988962.5197877474,554793.3083904868,555008.8841779762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.494489800159448,20.414942243494032,13.514321384989866,7.760593325095175,10.189971482641313,13.400788319619556,10.939312419100267,12.007150338917356,13.99696269155331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334862.7170770772,145209.1558201006,295522.0597234479,348121.2581509826,527246.4958750206,649295.9388800459,973545.5630100726,561576.0717269699,568044.087605189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.608288362685046,26.014559827325396,14.871060914990572,7.111127123895651,11.292730330945885,14.087937793482716,12.115084011748973,13.040136768916632,14.298929959292034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342261.2735350321,147791.79872239596,299280.09545485396,353788.7695661272,548130.9599623864,662259.5595092856,957085.3954310056,563199.1029079482,576956.4498771854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
