bioagri_CA,bioagri_NW,bioagri_SW,bioagri_TX,bioagri_NCEN,bioagri_CEN,bioagri_SE,bioagri_MIDAT,bioagri_NE,bioherb_CA,bioherb_NW,bioherb_SW,bioherb_TX,bioherb_NCEN,bioherb_CEN,bioherb_SE,bioherb_MIDAT,bioherb_NE,biowood_CA,biowood_NW,biowood_SW,biowood_TX,biowood_NCEN,biowood_CEN,biowood_SE,biowood_MIDAT,biowood_NE,natgas_fossil_CA,natgas_fossil_SW,natgas_fossil_NW,natgas_fossil_NCEN,natgas_fossil_CEN,natgas_fossil_TX,natgas_fossil_SE,natgas_fossil_MIDAT,natgas_fossil_NE,natgas_CA,natgas_SW,natgas_NW,natgas_NCEN,natgas_CEN,natgas_TX,natgas_SE,natgas_MIDAT,natgas_NE,natgas_demand_CA,natgas_demand_SW,natgas_demand_NW,natgas_demand_NCEN,natgas_demand_CEN,natgas_demand_TX,natgas_demand_SE,natgas_demand_MIDAT,natgas_demand_NE,uranium_source,elec_CA,elec_NW,elec_SW,elec_NCEN,elec_CEN,elec_TX,elec_SE,elec_MIDAT,elec_NE,h2_CA,h2_NW,h2_SW,h2_NCEN,h2_CEN,h2_TX,h2_SE,h2_MIDAT,h2_NE,co2_captured_CA,co2_captured_NW,co2_captured_SW,co2_captured_NCEN,co2_captured_CEN,co2_captured_TX,co2_captured_SE,co2_captured_MIDAT,co2_captured_NE,gasoline_fossil_global,gasoline_global,gasoline_demand_global,jetfuel_fossil_global,jetfuel_global,jetfuel_demand_global,diesel_fossil_global,diesel_global,diesel_demand_global
170.1593460351374,163.07648295233557,143.6665217016319,124.13013342827159,121.07840943287984,127.46292287711995,121.05332141014604,120.9873979717871,124.18848944827538,1967.5976208591135,190.82228092531022,153.35912939210152,139.95392405623133,127.12477757066893,135.83144657273033,133.63583952825073,135.01812541859485,136.65237261473004,193.811461652959,216.54887673564716,169.98062418141214,157.2738863126768,149.80746713852173,164.42819106382288,140.12001889267518,143.9535701866648,142.57338604990125,30.197460680000002,23.50966148,27.67247527,20.77994752,19.17624057,16.68537658,22.48601875,21.59886171,25.96640405,30.194339206985244,23.50585148128268,27.66835950293426,20.77893425380158,19.173831307379523,16.68276109105727,22.48420317952202,21.59738389684645,25.964334735656315,50.612559614607406,43.92407188890485,48.08657991055642,41.19715466142374,39.59205171500169,37.10098149867943,42.90242358714418,42.01560430446861,46.38255514327848,2.814676307,14.699934474987908,12.14887884642649,15.537648944922184,19.92049815994079,20.926963710935148,23.67814817858835,19.375233748740097,18.401183752711404,16.41582269966783,21.95642541509958,16.257733694703745,21.745360388842066,30.102858070819778,26.781398341618246,27.09094446238592,31.0006903010457,32.63534316961038,26.986385780422072,-6.152802369550386,-7.243254160079451,-14.4290990979327,-39.53931796853003,-29.53316996429102,-19.33755761351255,-45.61915378865688,-54.22692300415211,-58.26068965578755,94.95992439,94.03694867350849,121.27394047672016,75.68131954,12.339379645838909,39.843027344867366,97.3484241,122.08187462529538,149.92836555515026
169.99690115811788,163.0852242474431,143.55005885366785,123.95426442129573,120.83977373267815,127.17267842020593,120.8803029091625,120.83262010375287,124.03131125981041,1967.5253811806729,190.79361443471754,153.0367987686505,139.58340513818047,126.88948066427925,135.3869016209714,133.28887047424524,134.64326047393138,136.34957623073325,193.6282169581998,216.71049519597176,169.68405962231245,156.95444213868808,149.38581186691715,163.4404494127945,139.91201786050368,143.6535730641416,142.3730651172918,30.197460680000002,23.50966148,27.67247527,20.77994752,19.17624057,16.68537658,22.48601875,21.59886171,25.96640405,30.194333654036807,23.50584432009537,27.668356467645427,20.778932245187615,19.173835320072634,16.68275993837116,22.484201399075413,21.597383211055245,25.964332368929135,50.61255406165897,43.924064727717536,48.08657687526759,41.19715265280978,39.59205572769479,37.10098034599332,42.902421806697575,42.0156036186774,46.3825527765513,2.814676307,14.644079090698161,12.204032736729923,15.418159854578462,21.931213708149695,23.061494290859834,24.26776285397555,21.276627361845602,19.84057450689343,16.415536727887186,21.932818999043054,16.23058221990422,21.733263976755055,30.06658681172895,26.749091949736,27.7435107302079,30.966528080315612,32.610157007212436,26.98577181462137,-6.15289096988123,-7.243292703532635,-14.429098788394723,-39.539323257233846,-29.53317103741829,-19.33756885233279,-45.61920756755357,-54.22822404356746,-58.29075740383096,94.95992439,93.61675876725052,120.8537505704622,75.68131954,12.180805784674776,39.68445348370324,97.3484241,122.70477996069854,150.5512708905534
169.58598357287582,162.41453675032983,143.27878277539074,123.62466746472663,120.59054161651608,126.74805246670812,120.45028176168583,120.51291685142209,123.72838853304555,1967.236026685638,190.18176545503226,152.52112314578008,139.22853940642023,126.70337221674338,134.96837513548618,132.7795619682114,133.96727311286418,135.78470599060194,193.32152263274736,216.19086588130546,169.31661249516333,156.52006263759523,148.86009716838285,162.10785022386474,139.64547102628794,143.07180183145437,141.943104231678,30.197460680000002,23.50966148,27.67247527,20.77994752,19.17624057,16.68537658,22.48601875,21.59886171,25.96640405,30.194348951508015,23.505854123392027,27.66835134435212,20.7789404566504,19.173822274081985,16.682749895629406,22.484199721586002,21.597381453215274,25.964325781577042,50.612569359130184,43.92407453101419,48.08657175197428,41.19716086427256,39.59204268170414,37.100970303251565,42.90242012920817,42.015601860837435,46.3825461891992,2.814676307,14.630446124058686,12.58494446149381,15.388824151164304,23.7839748422557,25.5265339659011,24.27566665555178,23.573983593549446,21.928051888971183,16.41540172118919,21.90108870289705,16.252894369975746,21.727085779954887,30.033240522206615,29.17978240819921,27.748655094042185,30.925271702097376,32.57225542133628,26.985601962969792,-6.158999412174906,-7.244496808131547,-14.429258896224164,-39.53972584797344,-29.533257848201607,-19.337849406174353,-45.62052785778545,-54.23509445491138,-58.330524962827674,94.95992439,92.98805084794807,120.22504265115974,75.68131954,12.094353226764635,39.598000925793094,97.3484241,123.58086374454689,151.42735467440176
169.7232777564296,162.61366073547237,143.33532261307516,123.6002251736891,120.55486151932827,126.7451062268739,120.51755925964554,120.55753162329657,123.77007863424866,1967.1771913669907,190.31413033886244,152.5852132606753,139.11942052046626,126.60756221710812,134.9359226870352,132.60455920584002,134.26085577102094,135.90488221038174,193.4349638415668,216.25205153344723,169.21872584443054,156.37639742236533,148.80208052625804,162.0978069450293,139.91246804940795,143.1756495210771,141.97162749554474,30.197460680000002,23.50966148,27.67247527,20.77994752,19.17624057,16.68537658,22.48601875,21.59886171,25.96640405,30.194330515171988,23.505838913270114,27.668333348549893,20.778929489370245,19.173814956975008,16.68274213404039,22.484195844926532,21.597375360545417,25.964319955542166,50.61255092279415,43.924059320892276,48.08655375617206,41.197149896992414,39.59203536459717,37.10096254166255,42.9024162525487,42.01559576816758,46.382540363164324,2.814676307,13.858120725720843,12.745843948275697,14.582061009558672,24.23154560766092,25.56767247918963,24.27778756937877,26.54371582269031,22.39189469723014,16.41555755243409,19.702379060286287,16.26546188602592,21.73824716442803,30.02534909236091,29.219352808812445,27.749622216047594,30.8720227246949,32.56417804419282,26.985861345135305,-6.157996142489573,-7.244374292557204,-14.429243280549517,-39.53963904087397,-29.533237281889885,-19.3377877068566,-45.62017687776484,-54.236081716920864,-58.22292304241819,94.95992439,92.93060111024661,120.16759291345828,75.68131954,11.986988412294803,39.49063611132326,97.3484241,123.69781982784079,151.54431075769565
169.65380000640855,167.30981972169482,143.25667893425802,123.44734510731288,120.33565553272747,126.49345296688747,120.5725134094962,120.53743934377589,123.7424624463321,1967.2369150334891,198.93607938276273,152.29587813261648,138.67732010534152,126.32561223584561,134.25547348492282,132.4252624503347,134.0699907852258,135.86731853531197,193.2606201892746,221.95879025601923,168.87890252448622,155.96732167317467,148.53249704303678,160.69944002328162,139.60711679052983,143.08477416358468,142.0713076056867,30.197460680000002,23.50966148,27.67247527,20.77994752,19.17624057,16.68537658,22.48601875,21.59886171,25.96640405,30.19434691446597,23.505854426000976,27.66835574184534,20.778936969209806,19.173830973305105,16.6827552736323,22.484210690159713,21.597382716255538,25.964329486550373,50.61256732208814,43.92407483362314,48.086576149467504,41.19715737683197,39.592051380927266,37.10097568125446,42.90243109778187,42.0156031238777,46.382549894172534,2.814676307,13.846516393401421,0.9146786830648024,14.576795689842648,26.222971314260402,29.109275034548318,24.27831668931292,27.002002962658008,24.287931274502583,16.415779614173502,19.669479875028657,16.138244926049182,21.735913740517702,29.990001057232718,29.256303606308034,27.749882598871483,30.867865839333778,32.53008724515044,26.98614152305286,-6.15500472723248,-7.24385993391038,-14.429184164325685,-39.53950351115069,-29.53322434493256,-19.337700406711008,-45.61971803192998,-54.23247676753711,-58.30090739317925,94.95992439,92.74320430096783,119.98019610417951,75.68131954,11.673082695966638,39.1767303949951,97.3484241,124.06582095832741,151.91231188818227
169.3746290092953,167.15818323127777,143.08179196622427,123.21177954929115,120.20766170177338,126.16361759525718,120.27359828222885,120.32005503311406,123.52588154209714,1967.0106165443249,198.95134847985724,151.96489555757378,138.51266767793135,126.1436667570504,134.11199734427296,132.1323332028897,133.5675862923413,135.36070897188907,193.07569795067758,222.0021728523828,168.6301649645389,155.68062103415556,148.29261956212855,159.74559050630157,139.34280097870987,142.62971386475942,141.57846058904113,30.197460680000002,23.50966148,27.67247527,20.77994752,19.17624057,16.68537658,22.48601875,21.59886171,25.96640405,30.194353624391017,23.505859268586992,27.66835294328398,20.778941897870222,19.173820319857057,16.682752723876657,22.484204977876793,21.59738233810936,25.964327080194813,50.61257403201318,43.92407967620915,48.08657335090614,41.197162305492384,39.592040727479215,37.10097313149882,42.90242538549895,42.01560274573152,46.38254748781697,2.814676307,13.85434267274118,0.06215444630307875,14.580006655980775,26.211199153557782,30.011884118809103,24.27733288391049,27.664492953590443,26.341367489491397,23.4794456498575,19.69137407925998,16.112241750617674,21.73449901410416,29.99064822230791,29.266013307349773,27.74992616177908,31.62055830362431,32.49251718305502,26.860155777996592,-6.158736194052755,-7.244486529776225,-14.429261883398214,-39.539727832156395,-29.533261347886185,-19.33784052594741,-45.62051906154794,-54.23660996134365,-58.35285704822489,94.95992439,92.55026606646976,119.78725786968144,75.68131954,11.554846752142414,39.05849445117087,97.3484241,124.36868798401882,152.2151789138737
299.8663365440715,243.64980086862042,220.1345119274645,208.563072624269,210.39222080069962,77.75064950209469,141.70167685112074,146.58405412620098,159.57220053913244,2010.3291657884142,450.2908683431703,394.21479058579075,230.79756340843173,358.75157168326115,77.43275778695602,237.41450958317137,192.39895893601104,222.03892502408704,422.73364368020407,285.6792747733161,433.2573921697857,252.09669205030931,217.52342221085664,122.05973256116043,225.9638696548084,183.89252171738843,175.94131069815128,30.197460680000002,23.50966148,27.67247527,20.77994752,19.17624057,16.68537658,22.48601875,21.59886171,25.96640405,30.19432889489782,23.505836447033357,27.66833011147053,20.778929061375717,19.17382846691011,16.682743592136486,22.48421106738785,21.59737538236633,25.964319259270525,50.61254930251998,43.92405685465552,48.08655051909269,41.19714946899788,39.59204887453227,37.10096399975865,42.90243147501001,42.01559578998849,46.38253966689269,2.814676307,14.540215601306729,0.012995507356266575,15.296213434037492,26.241866492602753,345.220210650187,234.3332461517045,27.66696588710916,28.3858683850251,23.50497882650272,21.64508741688308,16.161881199598028,21.721928869255347,29.996468989662414,32.355727665933365,29.8089980694078,31.62109357447652,32.45647008126306,26.87126201699618,-6.158018769159993,-7.244395776101662,-14.42925297714156,-39.53968359354075,-29.532920278405765,-19.337827701689196,-45.62033989822191,-54.23695894998993,-58.16183224213862,94.95992439,185.76808017743707,213.00507198064872,75.68131954,5696.596969843497,5724.100617542526,97.3484241,-2109.481422171522,-2081.634931241667
169.55623875277828,167.66999529377867,143.2187371182093,123.52631389432126,120.34779886576598,126.53325921391591,120.50705007901726,120.3865491254399,123.53794564461143,1967.530520828867,199.30676224965637,152.3274867653757,138.9182806097012,126.51124858128294,134.47428344972903,132.22251823988003,133.85622310727217,135.42305991336443,193.12109497918252,222.54460167731852,168.96565166714672,156.1538811364656,148.4938974796339,160.2082118568313,139.81375757464554,142.7790196091913,141.69623797420002,30.197460680000002,23.50966148,27.67247527,20.77994752,19.17624057,16.68537658,22.48601875,21.59886171,25.96640405,30.19434522524356,23.505852527991458,27.668350706636264,20.778938015444453,19.17382837181026,16.68275440932274,22.484215218698413,21.597381522217706,25.964325136545682,50.612565632865724,43.924072935613616,48.086571114258426,41.19715842306661,39.592048779432425,37.1009748169449,42.902435626320575,42.01560192983987,46.38254554416784,2.814676307,14.638547072324561,0.009950451610138866,15.451078081241848,26.87706941770573,29.96782445986054,24.28952914371289,27.627119814057533,29.040727865392302,24.069533709696348,21.920926726899364,16.134932157715387,21.71805320170794,30.721363365429912,29.266512441038863,27.750023983928035,31.578916384858175,33.19735799956713,27.515789796564924,-6.154751394936263,-7.2438845469855595,-14.429193097068444,-39.53953532756332,-29.533240103749097,-19.33772501221748,-45.619852883677964,-54.23585178824902,-58.4504792220639,94.95992439,92.33604406117212,119.5730358643838,75.68131954,11.90661710603267,39.41026480506113,97.3484241,124.52579586714542,152.3722867970003
169.49123465028123,167.22339085739696,143.19142991349656,123.49714514976361,120.42883055583908,126.55078729990191,120.52200277334315,120.34283756255701,123.57043712041913,1967.293225389848,198.84816305954203,152.32141285486296,139.00436795251704,126.59290122095777,134.64211457280663,132.66239073940756,133.64384240943164,135.42082449704884,193.16778713390855,221.99850569265766,169.0375784984648,156.2278042336399,148.3700256906657,161.18389484465476,139.7210882702419,142.62632430770756,141.61766246203646,30.197460680000002,23.50966148,27.67247527,20.77994752,19.17624057,16.68537658,22.48601875,21.59886171,25.96640405,30.194348350706093,23.50585376540347,27.668345618743672,20.77893882146435,19.173814776970616,16.68275316058763,22.484207336862543,21.597380589941608,25.964321580249997,50.61256875832825,43.92407417302564,48.08656602636584,41.19715922908651,39.592035184592774,37.100973568209795,42.902427744484704,42.01560099756377,46.38254198787216,2.814676307,14.649598285920476,0.01799867734056991,15.42833041821744,26.241477057851963,27.567164230366913,24.275209584229895,25.421418368783865,28.343715174414456,24.071684622039317,21.924512310926914,16.109344282855147,21.71748577939719,29.998500273949276,29.243204189417607,27.747866634421833,30.893638303782282,32.45802677747891,27.51661614892569,-6.158606896990439,-7.2445340600778705,-14.429282121760084,-39.53977977197942,-29.533285807877473,-19.33788679384839,-45.62070384048246,-54.237808760982965,-58.396749609893426,94.95992439,92.75347507460182,119.9904668778135,75.68131954,11.911721486409794,39.41536918543826,97.3484241,123.96351764375817,151.81000857361303
169.81270442882638,167.60155331914723,143.49782081228832,123.37516609201752,120.6887958240669,127.00328079446426,120.55555678548345,120.50729087901985,123.75537866195494,1967.5156801340424,199.19994923440126,153.02180934479165,138.81607116819825,127.18121349979083,135.37446927299135,132.73738317930275,134.2777331013823,135.77972743322184,193.49323607043289,222.24513407420812,169.6594590065352,155.9196055802777,148.68848802027955,162.18947891885838,140.31283907358932,142.98374083619908,141.83335987921274,30.197460680000002,23.50966148,27.67247527,20.77994752,19.17624057,16.68537658,22.48601875,21.59886171,25.96640405,30.194327893416233,23.5058381940736,27.66832754244712,20.778926840148024,19.17381820779205,16.682742656302704,22.48421115045141,21.597375695823338,25.964315932309436,50.612548301038395,43.92405860169576,48.08654795006928,41.19714724777018,39.59203861541421,37.100963063924866,42.90243155807357,42.0155961034455,46.382536339931605,2.814676307,14.63687214242975,0.011420877373707979,14.568081077489195,26.88072964769018,25.65706340547518,16.49644965772825,26.480285973782184,28.41310705682026,24.073314879215694,21.919097449491684,16.14322549014483,21.726134959616914,30.725019583542895,29.224768445848728,27.21381940478772,30.87491790998667,32.479704080555756,27.51719049285717,-6.157500356529564,-7.244385801357561,-14.429263466531614,-39.53967698891951,-29.533269929087638,-19.337817283576694,-45.62028975689937,-54.23767108809726,-58.231127543809315,94.95992439,92.93701945455214,120.17401125776382,75.68131954,12.343090860230527,39.84673855925898,97.3484241,123.55712082158095,151.40361175143582
