time,elec_CA_seg1,elec_NW_seg1,elec_SW_seg1,elec_NCEN_seg1,elec_CEN_seg1,elec_TX_seg1,elec_SE_seg1,elec_MIDAT_seg1,elec_NE_seg1,h2_CA_seg1,h2_NW_seg1,h2_SW_seg1,h2_NCEN_seg1,h2_CEN_seg1,h2_TX_seg1,h2_SE_seg1,h2_MIDAT_seg1,h2_NE_seg1
1,0.0021990632852276963,0.0026137708169594936,0.0023836219159550395,0.0018402861192870026,0.0020296412854526194,0.0019936694151557193,0.0018050231828051024,0.0018055688071299631,0.0018061166803732874,0.001930249270792034,0.0019292518486251787,0.0019121946655183178,0.00202711452558985,0.0020422238424910137,0.0020070917145171194,0.002032641097347429,0.0020350224478587063,0.0020366858790289767
2,0.00226455215967855,0.00271701836459031,0.002455528450814225,0.001850285369520846,0.0020452275132294595,0.002001228462066368,0.0018077323571353272,0.0018081975675687467,0.0018083277151269232,0.0019242734064441494,0.0019246347401327575,0.0019067670443120854,0.0020196777333146986,0.0020339484315091733,0.001999820158099597,0.002025913716272584,0.002029451233911226,0.0020327178774789843
3,0.0023524139980784964,0.0028545842063839887,0.002514232440864731,0.0018581404950117689,0.002052824420203478,0.0020016322330873265,0.001812429192324202,0.0018117626999285864,0.001811572476306739,0.0019242387473088305,0.0019255333007327472,0.0019064219615065547,0.0020216574285486103,0.0020363230204925526,0.0020030070578043774,0.002028927512933269,0.002032324887620181,0.002035774379886238
4,0.0024139577758647687,0.0028939105378879776,0.0025501303471446995,0.00186123767952114,0.0020514910422296676,0.001993634080996569,0.001812092261961459,0.0018116440637258961,0.0018107413617315991,0.0019340493146448856,0.0019335102673481328,0.0019158288060945028,0.0020359833061262527,0.002051124610634713,0.002017886363436625,0.002044485423358529,0.0020423727322456562,0.002042821308440732
5,0.002423430814743471,0.002900132487493231,0.002548077225013922,0.0018600370978365407,0.0020480092632119843,0.0019812830889740706,0.001809997979024897,0.0018099604911075377,0.0018082368679678243,0.0019328998791124444,0.001931561182071122,0.0019150552636401697,0.002032166870434755,0.0020437829867995575,0.0020121449009982174,0.0020345887028818148,0.0020381027569988997,0.0020426540777237646
6,0.0024013325280538,0.0028803162171398776,0.0025393391045720856,0.001850143817994685,0.00201923839333007,0.001955091741554542,0.0018110542939612855,0.0018105736580842997,0.0018106136666584476,0.0019282540678587758,0.0019285343586618044,0.0019108221461592296,0.0020281695188232043,0.0020391922362226114,0.002009564080465683,0.002033343369616112,0.0020348702202252046,0.002040341393495234
7,0.0023863867390458665,0.0028563133139126156,0.002509591309588212,0.001837081347362563,0.0020152555001609665,0.001934753371715078,0.001813234187483489,0.0018134620864362395,0.0018120624277502247,0.0019372482530343885,0.0019344521459980538,0.0019176382116562994,0.0020395696540358214,0.0020543506612384463,0.002023047008538987,0.0020479080866823095,0.0020456685220883583,0.0020454700061435897
8,0.002317770061505382,0.0027594906603140797,0.0023964754942025646,0.0018267828968186516,0.0018956393079388543,0.0018540935881064967,0.001815202327692457,0.0018158354337561421,0.001813974865032185,0.0019337340017697656,0.001931103477808919,0.0019153845617575983,0.002032779998378146,0.0020452428581865384,0.0020174246326792344,0.0020421977226876427,0.00204317105668621,0.0020446117233571446
9,0.002187501414313262,0.0025842276731385394,0.002369795186590488,0.0018231258122285913,0.0019233252446175311,0.0018854162813195664,0.0018146066623484123,0.0018158205768097973,0.0018141729354645784,0.0019308084245666325,0.001929250771178335,0.0019135121610080958,0.002033702872108521,0.0020484301084348075,0.0020206475164855696,0.0020489943709111743,0.0020464682953649435,0.002048578844748721
10,0.002176142864426833,0.0026189604624595295,0.002328257335793471,0.0018187941046334084,0.0019252486619863538,0.001907786514671248,0.0018159937580782305,0.0018174459931534705,0.0018155312440622155,0.0019400558059937277,0.0019361812603922914,0.0019230658777820285,0.0020482328549242977,0.002060990938044698,0.0020279902475913284,0.0020565944899651866,0.002055377502536103,0.0020520921011622627
11,0.0021421006205931585,0.0025496310723037213,0.0022993472986722334,0.0018177916929192942,0.001916859459801731,0.0019050297576888324,0.0018151524344640411,0.0018162969798603866,0.0018143215597110475,0.0019361997718791726,0.0019352575045013603,0.0019204206599120193,0.002038648356925705,0.0020513343432455996,0.002023886976888111,0.0020446467430706734,0.002045576118125456,0.0020431386163838015
12,0.0021198304213454174,0.0025099306666781377,0.002271854169074444,0.001820971093830427,0.0019473533417140466,0.0019438618610629604,0.001815255284429666,0.001815370481696958,0.001813459210625815,0.0019350582023929775,0.001932612262872871,0.001918553354683126,0.0020395791183571536,0.002051582644039245,0.002022490027000202,0.002050853431943778,0.002047740759831492,0.0020454612061373703
13,0.002097276692229348,0.002482352217204289,0.0022974826791657414,0.0018188200526670446,0.0019493722293498707,0.0019569340351251675,0.0018140011234980204,0.0018154064190047763,0.0018131611035170964,0.0019428611820515916,0.0019390377645541303,0.0019249449331499439,0.002049028978113207,0.0020623978609524496,0.002028322285933175,0.0020588597588299027,0.0020560127837805538,0.002050311269673641
14,0.002089844534543957,0.0025314229917919122,0.0022888980127300017,0.0018165509614740233,0.0019614313813870756,0.0019763804101459335,0.0018107071019156326,0.0018121910033556121,0.001811478904629342,0.0019406436080523363,0.0019367774513861806,0.001924156091386532,0.002039099120786488,0.002052089916010995,0.0020243430962916843,0.0020464887814368986,0.0020458682576003084,0.0020403152236681244
15,0.002062392531438593,0.0025214900790916906,0.002284746381499958,0.0018209225556646185,0.0019869620250890893,0.00200752508416235,0.0018078725008827529,0.0018117321016985612,0.0018111052856275359,0.001938194120476183,0.0019331183643210375,0.001920986877475604,0.002038816658734878,0.0020513044468451853,0.0020175342226329933,0.0020518300561599176,0.0020466249747723066,0.002039670402088431
16,0.0020677738237753537,0.002559413711145636,0.002312484367340724,0.0018294207370457987,0.0019931882298738733,0.0020171734741360283,0.001808760858487649,0.0018124202878169612,0.0018104949119771975,0.0019430060887305589,0.0019388864533004353,0.0019248386772824234,0.00204814729810725,0.002062122665879269,0.002022119698022644,0.0020596753527223773,0.002052137953024998,0.002039680856104457
