time,CA_onshore_wind_turbine_1,CA_solar_photovoltaic_1,CEN_onshore_wind_turbine_1,CEN_solar_photovoltaic_1,MIDAT_onshore_wind_turbine_1,MIDAT_solar_photovoltaic_1,NE_onshore_wind_turbine_1,NE_solar_photovoltaic_1,NW_onshore_wind_turbine_1,NW_solar_photovoltaic_1,NCEN_onshore_wind_turbine_1,NCEN_solar_photovoltaic_1,SE_solar_photovoltaic_1,SW_onshore_wind_turbine_1,SW_solar_photovoltaic_1,TX_onshore_wind_turbine_1,TX_solar_photovoltaic_1,CA_offshorewind_class10_moderate_floating_1_1,NW_offshorewind_class10_moderate_floating_1_1,NE_offshorewind_class10_moderate_floating_1_1,CA_utilitypv_class1_moderate_70_0_2_1,CA_utilitypv_class1_moderate_70_0_2_2,CA_utilitypv_class1_moderate_70_0_2_3,NW_utilitypv_class1_moderate_70_0_2_1,NW_utilitypv_class1_moderate_70_0_2_2,NW_utilitypv_class1_moderate_70_0_2_3,NW_utilitypv_class1_moderate_70_0_2_4,SW_utilitypv_class1_moderate_70_0_2_1,SW_utilitypv_class1_moderate_70_0_2_2,SW_utilitypv_class1_moderate_70_0_2_3,SW_utilitypv_class1_moderate_70_0_2_4,SW_utilitypv_class1_moderate_70_0_2_5,TX_utilitypv_class1_moderate_70_0_2_1,TX_utilitypv_class1_moderate_70_0_2_2,TX_utilitypv_class1_moderate_70_0_2_3,NCEN_utilitypv_class1_moderate_70_0_2_1,NCEN_utilitypv_class1_moderate_70_0_2_2,NCEN_utilitypv_class1_moderate_70_0_2_3,NCEN_utilitypv_class1_moderate_70_0_2_4,NCEN_utilitypv_class1_moderate_70_0_2_5,NCEN_utilitypv_class1_moderate_70_0_2_6,NCEN_utilitypv_class1_moderate_70_0_2_7,CEN_utilitypv_class1_moderate_70_0_2_1,CEN_utilitypv_class1_moderate_70_0_2_2,CEN_utilitypv_class1_moderate_70_0_2_3,CEN_utilitypv_class1_moderate_70_0_2_4,CEN_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,CA_landbasedwind_class4_moderate_70_1,CA_landbasedwind_class4_moderate_70_2,CA_landbasedwind_class4_moderate_70_3,NW_landbasedwind_class4_moderate_70_1,NW_landbasedwind_class4_moderate_70_2,NW_landbasedwind_class4_moderate_70_3,NW_landbasedwind_class4_moderate_70_4,NW_landbasedwind_class4_moderate_70_5,SW_landbasedwind_class4_moderate_70_1,SW_landbasedwind_class4_moderate_70_2,SW_landbasedwind_class4_moderate_70_3,SW_landbasedwind_class4_moderate_70_4,SW_landbasedwind_class4_moderate_70_5,TX_landbasedwind_class4_moderate_70_1,TX_landbasedwind_class4_moderate_70_2,TX_landbasedwind_class4_moderate_70_3,NCEN_landbasedwind_class4_moderate_70_1,NCEN_landbasedwind_class4_moderate_70_2,NCEN_landbasedwind_class4_moderate_70_3,NCEN_landbasedwind_class4_moderate_70_4,NCEN_landbasedwind_class4_moderate_70_5,NCEN_landbasedwind_class4_moderate_70_6,NCEN_landbasedwind_class4_moderate_70_7,CEN_landbasedwind_class4_moderate_70_1,CEN_landbasedwind_class4_moderate_70_2,CEN_landbasedwind_class4_moderate_70_3,CEN_landbasedwind_class4_moderate_70_4,CEN_landbasedwind_class4_moderate_70_5,CEN_landbasedwind_class4_moderate_70_6,CEN_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4687761795762062,1.2331284074251812,1.689583555832078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38736297941853376,0.0661599412574319,0.0037606921063596793,1.6525461962417438,3.0698933249750553,1.3595133274468876,1.7959153729214945,3.17149894193426,1.6204001098493395,2.5047005464258234,2.2918554135766946,1.09986051277257,1.4410348994140092,1.5536365248744914,1.0638336875469028,1.1131154947395405,1.7285974123351373,0.9852839961247217,1.1050737469609007,1.7505859618010255,2.015716560781584,2.0206665581426932,1.5613642104049612,1.3842642857269807,1.9371130043255107,1.960213788494002,1.5542235271226499,1.908448337795562,1.7312736261234072,1.9336980710795615,2.094040162342935,2.104796831790736,2.0672562497129547,0.8044312948788093,1.9573416993574462,1.853205355888786,2.0941307207267528,0.5392547490166312,1.421026459005816,2.1910352558285524,2.090571687410659,2.0349358594307496,2.1399855224847215,1.6991495063770117,1.9418700245729053,2.082148562601386,2.344970070647747,2.2375512545031313,2.1060513897295916,1.8820596313434041,1.2114177263449193,1.840367431924661
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48716752751422887,1.436149267455705,1.690921116423639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37857068458491355,0.06833670245379998,0.001882342545398721,1.706329508458281,3.1248014687948853,1.3414268086838002,1.76853133188941,3.2365164899092633,1.509240151991329,2.5650697653517227,2.3559566002179544,1.1429567299550651,1.5132495902313563,1.5307499298187395,0.9991592931002327,1.0691862309495308,1.605231281127331,1.0816198494887215,1.153521718734127,1.6355867381144567,1.8357645759388106,1.8399350632462301,1.4975277212426334,1.3385177125866807,1.7637957123042725,1.7806097287075318,1.4428095042156972,1.7388220414431999,1.5722769058670512,1.766140695712238,1.909631022665053,1.918721670247578,1.887004216623609,0.7763132777302364,1.764522548645246,1.7045651099859285,1.9099816439829738,0.4425194230496351,1.2894391661479858,2.0258628292332332,1.9267560641694246,1.8493974129742128,1.9801522976920012,1.5537278019622978,1.7089116348919227,2.076788815741285,2.3442606290962402,2.2370017833951295,2.1051907701309407,1.8729576221495163,1.2173514069422566,1.8134665889698924
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0011580289822335,1.5963962239087395,1.6922091151036396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3769963188086718,0.06093580077015094,0.0018819150926151205,1.7137162892812552,3.051926549552263,1.3034944709003398,1.722659748587672,3.1754417405463755,1.411194175190476,2.578680609357633,2.3947407268707295,1.2040392735345145,1.548788354155573,1.5405376695998712,0.9713208484608127,1.0165875509546667,1.5093192185701358,1.141697612342086,1.244368349327181,1.5280552343656915,1.69946701562003,1.6987417977579753,1.4422324744851132,1.267574911826908,1.6006052524717234,1.6092769538299763,1.3257619913866305,1.5875506712691276,1.4224792839921694,1.6045427131393808,1.7257065076009894,1.7315023083938286,1.7055873209610581,0.7435456198615489,1.5631213175121736,1.5546602622263777,1.7255105881358759,0.3953241523020943,1.0971166648782855,1.8347403566262557,1.7326136054140022,1.677620376253902,1.7965094918043079,1.4010767625856184,1.473567943102883,2.0525321847045,2.401840840965491,2.236826064713192,2.1053355154034,1.8547111080237997,1.1797938724585038,1.7939386518078386
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2209648514424933,1.6280138774158148,1.6891834962804273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39195096433732246,0.06933278971674774,0.002196036498115201,1.7129459205832074,3.0183845162118814,1.2724496519081225,1.6489282375146352,3.1436849490055465,1.4626344783813057,2.721301904158281,2.529098501318881,1.2835278624226385,1.5917264229610804,1.5165184280849644,0.9717075714608212,0.9518651432272205,1.4840933176020492,1.1883834344515751,1.306795756546653,1.4894973987054314,1.6550779949466232,1.6573853320878698,1.4382784889185096,1.2799713565092894,1.594839222900191,1.5883803243832517,1.3107856155425646,1.5853252473316388,1.3744051418861112,1.5874375392777438,1.5215396531675651,1.5263099797166433,1.5049757781016524,0.6578585986169883,1.3448136510637099,1.3863289753939618,1.5214351445520151,0.3486113786089786,1.2785152065101784,1.8008777430406582,1.691226208164906,1.6578842639429823,1.745564710433996,1.3210926433681314,1.3125129076933923,2.0515698237483058,2.396882256537552,2.2301931509059862,2.0950545232629594,1.8198501525588142,1.2243878072177985,1.7827414315378611
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.313861650037576,2.4086533313650325,1.6900233110002318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4227643280802701,0.08331711703947954,0.0025096204200484203,2.6371085841787116,52.20774075382269,1.596267432471889,2.3606656845282847,55.85063196416013,1.509506390921545,2.7239643376470326,2.5410082103165124,1.3375653611969827,1.5789903728117847,1.4985937939727592,1.0229674648642852,0.8980012513954365,1.3879121895209838,1.1706067025505842,1.2861969823280068,1.3933501884646837,1.5319706303271232,1.5346350869367598,1.362652090574361,1.1698966409492737,1.3968200581330166,1.3839444010668558,1.162247309083976,1.388478966713592,1.195138307118608,1.3860190550876723,1.4993646053426346,1.50366649323405,1.482542814243061,0.6754529917824079,1.2645458731445318,1.369725225531596,1.4987845152609225,0.35740101096486143,1.091233465900359,1.6568138628007745,1.5434903244626952,1.574188891885406,1.6113520489639512,1.2068093459910472,1.1195007249773652,2.03469360485882,2.3907566309860186,2.229927903578872,2.0862589479773472,1.795594158078254,1.211795461644794,1.7659707444493575
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5078591956335892,2.4987002424294897,1.3174932342587322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4412441905155562,0.09418231202471035,0.0032921883935454633,2.7706638474559395,496.8041631414733,1.637939933156032,2.3694078046257983,711.6016656909487,1.6078777696668065,2.7297703471907084,2.551921020680048,1.3839604738072868,1.5738508518902417,1.5347146621170396,1.0660834559599284,0.8523470707284755,1.3878055191488663,1.2058130900769335,1.320102220076473,1.4042374055810907,1.5362022397530382,1.5385111466021044,1.3797962254887146,1.148747227686533,1.345164079179085,1.3477539968312158,1.096302289651466,1.3398350968855084,1.126833483520695,1.3299999313967419,1.4694855934940279,1.4717722671275624,1.4512054226361215,0.7374209883919036,1.1547548770325253,1.3487991004292823,1.469240996735607,0.3794133343967465,0.9538147982189003,1.5253093339447616,1.395329542906282,1.4843569980485896,1.5013585484288612,1.0986209434812793,0.8778797640978646,1.435279054144953,1.6668830753944945,1.5981335774065748,1.51916913799176,1.3670631833226565,0.8093727147630467,1.3682529146750202
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3699880235018895,2.4945311211123578,1.3062416028867059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06413598143298707,1.4440902777732845,0.138982703523636,0.0,0.0,0.04947771474091483,0.05443490928598645,0.012046632151183595,0.16899639056598065,0.13585953441419382,0.23087106470640106,0.003674552884798704,0.2076063005574491,0.09208777391410032,0.08233120023602564,0.7333670264086218,0.7623871950390622,0.4442484938362975,0.8669180007785025,0.145000384244496,0.8649162002440893,0.31903689404400876,0.4664806219723874,0.10783212505326652,0.0036050504750027596,2.7589659224932905,936.1091286482479,1.6078381244392845,2.251008018416825,2981.8181932619264,1.6638526230264556,2.58901013996163,2.430160302901143,1.4200571209912467,1.5375976263513196,0.14960442035953747,0.1621222204202475,0.15455991007736625,1.389269554821519,1.212360564062652,1.3329332945409025,1.4150392680212782,1.5387228961481014,1.5417023450499983,1.3990265770304138,0.12093016749708596,0.12531407427195518,0.12336462271923665,0.12201504854482348,0.12638417023481452,0.12190135330200214,0.1251202296189149,1.4679745962903326,1.4727193469061604,1.4525772176930332,0.8256505699838321,1.0838350785124486,1.3512941159621796,1.4682367280711333,0.4039211538065175,0.9071872166601906,1.4128415521049504,1.3497925535648676,1.3795252131081384,1.3916366409353955,1.0049546166570082,0.7418777435056054,1.4340589766432998,1.6613670541196797,1.591023966083565,1.504622114105226,1.3527184198522484,0.7997719364040243,1.3212824059859187
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3311352071896834,2.49589083504409,1.2233249235747312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5631473709659076,0.1757534881903196,0.086028672962532,0.026483589770144686,0.06271279654557337,0.23232184351842483,0.046739729620641164,0.002708462260265331,0.0,0.019257461191367557,0.011900111892584173,0.966618208280865,0.12495695615749855,0.9745123438035534,0.0,0.7725643875586776,1.0867984980141046,0.6881243330414359,0.34553657127745907,0.6665817833209746,0.3211106750954048,0.5740053559813614,0.4450199139443637,0.8127044074731695,0.8278224216740897,1.0169990602328136,0.3742682758762227,0.5612498080087827,0.5430820285670863,0.7524551827300052,1.4382314836805588,1.436510334880138,0.7040309677230097,1.4663673974276286,0.6298894478263026,1.4460925927283164,1.2079526885119218,0.5149546829283839,0.13261225843155702,0.004073232462483456,2.7237307633166568,990.5348433679555,1.5632765828352735,2.086638348174552,3842.4841837415515,1.7625645232530713,2.562356597687028,2.4062208712556554,1.477353033367883,1.5329399492830333,1.5129707440610218,1.1528520807828193,0.7266197053846695,1.3581306404670297,1.196369374986899,1.314194169486255,1.3884562114777097,1.4990507252659881,1.4993964091627277,1.3829662957921123,1.1777237413013317,1.3507484370293241,1.3490526733739898,1.0544990713850781,1.341911636693112,1.1220776868327667,1.333284381289559,1.4724833505360948,1.4782103321231261,1.4586339911038522,0.8839274834513073,1.0580330899661456,1.3445147963015067,1.4689522631542786,0.4600927962089981,0.8616823326356098,1.3703044569836038,1.3019458177945893,1.3520726708336,1.3546647144087913,0.9524701988049613,0.7470963334239296,1.343504693239776,1.6119679556289697,1.5484113276855602,1.4533649507154855,1.3113573897713309,0.7473162012644252,1.2580664662822993
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3385182410754886,2.4936093092096185,1.2073946676381535,0.007508197254005768,0.007453294437068263,0.0,0.0,0.0,0.0,0.0,1.2056008844679127,0.20942548641767222,0.612937740945859,0.004648567779049848,0.03405422908991115,0.44707226692844415,0.36184978359653464,0.3541873891046552,0.3101966779238383,0.25355853741143386,0.6765984709137263,0.1487230094190023,0.13876278038818693,0.01113953130087019,0.18836494349800031,0.1963665776379327,0.9399287801218463,0.4095973913651596,0.611840250372552,0.021557174078619127,0.85713825633988,1.1388383915473241,0.780828753770697,0.6373301800470821,0.7693895602874115,0.4997191253355955,0.9292405998656172,0.8928084074638756,1.0504862916010582,1.0813903931292455,1.1885509966533494,0.5765683257520076,0.6162820118281269,0.6375130168060217,1.0349524053879762,1.495434767247147,1.4913340778954733,0.7630593660814373,1.5058971004942059,0.7377836678206031,1.4913429704918997,1.3444203637901513,0.5686158613924531,0.16025043584856632,0.004228615347752925,2.722689714898574,846.8617741876392,1.5355307805969625,1.7785405681909072,2144.7641164020824,1.855257297094365,2.569244118956135,2.4161492474355484,1.5216473280557907,1.5748962750647229,1.4653277116358367,1.159335475741326,0.7129406843454447,1.3938238619338783,1.1963349997020911,1.33456205345359,1.4273125902667054,1.5403645481710555,1.5392804318107665,1.4216305345897666,1.2531466571756784,1.4907775221581687,1.472824508133499,1.0870466368119134,1.4777869290555827,1.2416896442759535,1.4696838701202068,1.6251799771657716,1.6118327205967944,1.60927620061193,0.7482017214332779,0.810438710778637,1.4770882360445192,1.6165209460996266,0.45722590298767884,0.8314986678468017,1.3754621340285667,1.2987755275514559,1.3831328269787235,1.3567765386546888,0.9208678872327511,0.41959232690065607,1.2490596993449614,1.563139856149462,1.518574627951427,1.3851187057435528,1.172253344942837,0.7283975795019231,1.166257067737841
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2625541824940987,2.1747255192697414,1.1957485353934363,0.39525355529322637,0.3500527846024609,0.2105010744350257,0.14473115462234182,0.03193812563523196,0.04929240133839837,0.023487957946508046,1.0610256962681888,0.7147327807141148,0.9134843385411262,0.4503349785045503,0.7056374986593126,0.619835260855325,0.5231235134772607,0.5326483001517648,0.44627317018457635,0.34140757776914155,0.7911230446579522,0.1822214992581095,0.32048655749422805,0.09603184379768176,0.34673022802557396,0.33235152508080745,1.1776992117445104,0.4500418109302884,0.5724970509472769,0.11295996004568684,0.8452659850470123,1.200671541140764,0.7597022010070127,0.6635889425120745,0.7712649690995192,0.5327978066379226,1.0253470345132953,0.9763601203584926,1.1473635812819598,1.1482502609675178,1.1850772181795701,0.6013917371206068,0.6378506746123307,0.639276020085271,1.0407513490707592,1.4748822480211903,1.4765054405745683,0.7339747985545655,1.4964065863677511,0.7050706902953867,1.478503144578175,1.3143006090673683,0.6046920267852721,0.17598969910356743,0.006109220374890496,2.6460797126225746,964.1430898223555,1.5108657370497416,1.5519852446161881,3379.7491821736403,2.000897640134786,2.7446580799636706,2.5753737940179633,1.5842429514229877,1.6838422973831895,2.239008253796783,1.1745665855754757,0.7410906467412914,1.3294982115484917,0.9321697297640936,1.2876532069600746,1.3969560127052425,1.502956514719699,1.5007424999785144,1.318017795038621,0.9834988101422617,1.597370857887654,1.5490858674414767,0.8923097668201567,1.5877852628400433,1.3204265930893548,1.5788501039351104,1.552842594919639,1.5439718125671789,1.5480933273283881,0.17947102460762085,0.4304477184324461,1.4126609634982437,1.5643688120762818,0.10542001805778875,0.9906287943793473,1.3655605872927978,1.2840339527890805,1.3583838859610537,1.2894332119306622,0.8543780039326054,0.2036326395271444,1.1659147376953083,1.5656596351720147,1.5062331561406275,1.3545861007830142,0.9020343549379746,0.6483278782009823,1.0540910548482625
