case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,DiscountedFixedCost,missing,1.0626928938854756e11
missing,all,cost,all,all,all,Cost,DiscountedVariableCost,missing,8.537774090482762e10
missing,all,cost,all,all,all,Cost,DiscountedTotalCost,missing,1.9164703029337518e11
