case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,DiscountedFixedCost,missing,7.509258452516888e11
missing,all,cost,all,all,all,Cost,DiscountedVariableCost,missing,7.47294214015168e10
missing,all,cost,all,all,all,Cost,DiscountedTotalCost,missing,8.256552666532057e11
