id,commodity,h2_consumption,h2_production,elec_consumption,ethylene_production,natgas_consumption,natgas_production,capture_rate,emission_rate,investment_cost,fixed_om_cost,variable_om_cost
CA_TSC,Ethane,0,0,0,0.05310189724,0.02270169876,0,0,0.02678346955,99124.32016,54251.99777,1.676159756
SW_TSC,Ethane,0,0,0,0.05310189724,0.02270169876,0,0,0.02678346955,99124.32016,54251.99777,1.676159756
NW_TSC,Ethane,0,0,0,0.05310189724,0.02270169876,0,0,0.02678346955,99124.32016,54251.99777,1.676159756
TX_TSC,Ethane,0,0,0,0.05310189724,0.02270169876,0,0,0.02678346955,99124.32016,54251.99777,1.676159756
NCEN_TSC,Ethane,0,0,0,0.05310189724,0.02270169876,0,0,0.02678346955,99124.32016,54251.99777,1.676159756
CEN_TSC,Ethane,0,0,0,0.05310189724,0.02270169876,0,0,0.02678346955,99124.32016,54251.99777,1.676159756
SE_TSC,Ethane,0,0,0,0.05310189724,0.02270169876,0,0,0.02678346955,99124.32016,54251.99777,1.676159756
MIDAT_TSC,Ethane,0,0,0,0.05310189724,0.02270169876,0,0,0.02678346955,99124.32016,54251.99777,1.676159756
NE_TSC,Ethane,0,0,0,0.05310189724,0.02270169876,0,0,0.02678346955,99124.32016,54251.99777,1.676159756
