case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,FixedCost,missing,3.143142380309824e11
missing,all,cost,all,all,all,Cost,VariableCost,missing,4.875562672017231e11
missing,all,cost,all,all,all,Cost,TotalCost,missing,8.018705052327056e11
