Time_Index,natgas_fossil_SE,natgas_fossil_MIDAT,natgas_fossil_NE,uranium_source,gasoline_fossil_SE,gasoline_fossil_MIDAT,gasoline_fossil_NE,jetfuel_fossil_SE,jetfuel_fossil_MIDAT,jetfuel_fossil_NE,diesel_fossil_SE,diesel_fossil_MIDAT,diesel_fossil_NE,ethane_SE
380,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
381,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
382,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
383,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
384,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
385,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
386,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
387,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
388,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
389,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
390,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
391,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
392,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
393,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
394,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
395,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
396,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
397,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
398,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
399,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
400,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
401,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
402,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
403,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
404,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
405,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
406,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
407,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
408,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
409,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
410,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
411,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
412,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
413,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
414,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
415,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
416,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
417,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
418,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
419,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
420,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
421,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
422,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
423,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
424,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
425,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
426,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
427,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
428,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
429,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
430,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
431,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
432,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
433,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
434,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
435,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
436,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
437,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
438,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
439,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
440,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
441,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
442,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
443,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
444,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
445,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
446,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
447,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
448,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
449,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
450,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
451,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
452,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
453,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
454,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
455,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
456,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
457,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
458,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
459,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
460,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
461,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
462,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
463,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
464,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
465,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
466,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
467,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
468,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
469,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
470,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
471,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
472,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
473,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
474,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
475,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
476,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
477,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
478,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
479,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
480,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
481,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
482,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
483,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
484,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
485,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
486,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
487,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
488,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
489,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
490,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
491,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
492,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
493,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
494,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
495,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
496,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
497,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
498,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
499,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
500,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
501,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
502,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
503,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
504,14.05803,13.68269,16.82186,2.79796,94.95991,94.95991,94.95991,75.68131,75.68131,75.68131,97.34841,97.34841,97.34841,21.98
