case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,DiscountedFixedCost,missing,3.005088141572911e10
missing,all,cost,all,all,all,Cost,DiscountedVariableCost,missing,1.5736021870161127e10
missing,all,cost,all,all,all,Cost,DiscountedTotalCost,missing,4.5786903285890236e10
