natgas_SE,natgas_MIDAT,natgas_NE,natgas_demand_SE,natgas_demand_MIDAT,natgas_demand_NE,ethylene_demand_SE,ethylene_demand_MIDAT,ethylene_demand_NE,ethane_SE,ethane_MIDAT,ethane_NE,ethylene_SE,ethylene_MIDAT,ethylene_NE,biowood_SE,biowood_MIDAT,biowood_NE,bioherb_SE,bioherb_MIDAT,bioherb_NE,elec_SE,elec_MIDAT,elec_NE,h2_SE,h2_MIDAT,h2_NE,co2_captured_SE,co2_captured_MIDAT,co2_captured_NE,gasoline_SE,gasoline_MIDAT,gasoline_NE,gasoline_demand_SE,gasoline_demand_MIDAT,gasoline_demand_NE,jetfuel_SE,jetfuel_MIDAT,jetfuel_NE,jetfuel_demand_SE,jetfuel_demand_MIDAT,jetfuel_demand_NE,diesel_SE,diesel_MIDAT,diesel_NE,diesel_demand_SE,diesel_demand_MIDAT,diesel_demand_NE
-26.926372337032518,-26.70125793670888,-27.198137113783655,-26.926372337032518,-26.70125793670888,-27.198137113783655,2120.115522250824,3685.104425917866,2094.5094841717796,73.46474602,73.46474602,73.46474602,1609.7064134478487,3174.6953171148907,1584.100375368804,60.0,39.99999999999999,48.19889239735996,60.0,39.99999999999999,48.19889239735996,-1.2364454160544145,3.0552145125047483,2.9105004428257475,-4.588302139603116,6.5393680757120025,1.0341659429678218,-51.91402566898812,-92.88939732798653,-72.89111528517834,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-26.926372337032518,-26.70125793670888,-28.801834358507687,-26.926372337032518,-26.70125793670888,-28.801834358507687,2912.363381044262,3685.104425917866,2093.8238843411855,73.46474602,73.46474602,73.46474602,2401.954272241287,3174.6953171148907,1583.41477553821,60.0,39.99999999999999,43.36668955301182,60.0,39.99999999999999,43.36668955301182,-1.2364454160544156,3.055214512504748,2.9105004428257475,-4.588302139603116,6.5393680757120025,1.0341659429678218,-51.91402566898812,-92.88939732798653,-73.73256535679765,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-26.926372337032518,-26.701257936708885,-28.801834358507687,-26.926372337032518,-26.701257936708885,-28.801834358507687,2120.115522250824,3685.104425917866,3323.261343307269,73.46474602,73.46474602,73.46474602,1609.7064134478487,3174.6953171148907,2812.852234504294,60.0,39.99999999999999,43.36668955301182,60.0,39.99999999999999,43.36668955301182,-1.2364454160544145,3.055214512504747,2.910500442825746,-4.588302139603116,6.539368075712002,1.0341659429678218,-51.91402566898812,-92.88939732798653,-73.73256535679765,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-26.926372337032518,-26.701257936708885,-24.645300779363705,-26.926372337032518,-26.701257936708885,-24.645300779363705,2120.115522250824,3685.104425917866,2100.84722852722,73.46474602,73.46474602,73.46474602,1609.7064134478487,3174.6953171148907,1590.4381197242449,60.0,39.99999999999999,55.891007001237156,60.0,39.99999999999999,55.891007001237156,-1.2364454160544156,3.055214512504747,2.9105004428257466,-4.588302139603116,6.539368075712002,1.0341659429678218,-51.91402566898812,-92.88939732798653,-71.55165777628945,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-26.926372337032518,-26.701257936708885,-23.281620287677885,-26.926372337032518,-26.701257936708885,-23.281620287677885,2912.363381044262,2094.7219059869,2104.2327406426093,73.46474602,73.46474602,73.46474602,2401.954272241287,1584.3127971839244,1593.8236318396341,60.0,39.99999999999999,59.99999999999999,60.0,39.99999999999999,60.0,-1.2364454160544145,3.0552145125047465,2.910500442825746,-5.250272265673768,6.539368075712002,1.0341659429678218,-51.91402566898812,-92.88939732798653,-70.83614301739719,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-26.926372337032518,-26.70125793670888,-28.801834358507687,-26.926372337032518,-26.70125793670888,-28.801834358507687,2912.363381044262,3685.104425917866,3323.261343307269,73.46474602,73.46474602,73.46474602,2401.954272241287,3174.6953171148907,2812.852234504294,60.0,39.99999999999999,43.36668955301182,60.0,39.99999999999999,43.36668955301182,-1.2364454160544156,3.0552145125047483,2.9105004428257475,-5.250272265673768,6.5393680757120025,1.0341659429678218,-51.91402566898812,-92.88939732798653,-73.73256535679765,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-26.926372337032518,-26.70125793670888,-27.198137113791496,-26.926372337032518,-26.70125793670888,-27.198137113791496,2123.0508536269535,2094.7219059869,2094.509484171776,73.46474602,73.46474602,73.46474602,1612.6417448239783,1584.3127971839244,1584.1003753688008,60.0,39.99999999999999,48.19889239733633,60.0,39.99999999999999,48.19889239733633,-1.2364454160544145,3.0552145125047483,2.9105004428257475,-5.250272265673768,6.5393680757120025,1.0341659429678218,-51.91402566898812,-92.88939732798653,-72.89111528518245,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-26.926372337032518,-26.701257936708885,-27.198137113791496,-26.926372337032518,-26.701257936708885,-27.198137113791496,2912.363381044262,2094.7219059869,2094.509484171776,73.46474602,73.46474602,73.46474602,2401.954272241287,1584.3127971839244,1584.1003753688008,60.0,39.99999999999999,48.19889239733633,60.0,39.99999999999999,48.19889239733633,-1.2364454160544156,3.0552145125047465,2.910500442825746,-5.250272265673768,6.539368075712002,1.0341659429678218,-51.91402566898812,-92.88939732798653,-72.89111528518245,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-26.926372337032518,-26.70125793670888,-27.198137113791496,-26.926372337032518,-26.70125793670888,-27.198137113791496,2912.363381044262,2094.7219059869,2094.509484171776,73.46474602,73.46474602,73.46474602,2401.954272241287,1584.3127971839244,1584.1003753688008,60.0,39.99999999999999,48.19889239733633,60.0,39.99999999999999,48.19889239733633,-1.2364454160544156,3.0552145125047483,2.9105004428257475,-5.250272265673768,6.5393680757120025,1.0341659429678218,-51.91402566898812,-92.88939732798653,-72.89111528518245,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
-26.926372337032518,-26.701257936708885,-28.801834358507687,-26.926372337032518,-26.701257936708885,-28.801834358507687,2912.363381044262,2094.7219059869,3323.261343307269,73.46474602,73.46474602,73.46474602,2401.954272241287,1584.3127971839244,2812.852234504294,60.0,39.99999999999999,43.36668955301182,60.0,39.99999999999999,43.36668955301182,-1.2364454160544156,3.0552145125047465,2.910500442825746,-5.250272265673768,6.539368075712002,1.0341659429678218,-51.91402566898812,-92.88939732798653,-73.73256535679765,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,-10609.403561825857,69.30059661,69.30059661,69.30059661,0.0,0.0,0.0,83.29037731,83.29037731,83.29037731,0.0,0.0,0.0
