,commodity,commodity_subtype,node_in,node_out,resource_id,component_id,type,variable,time,weighted_value,time_weight,zone,weighted_value_flow,value
0,Electricity,flow,MIDAT_BECCS_Electricity_Herb_transforms,elec_MIDAT,MIDAT_BECCS_Electricity_Herb,MIDAT_BECCS_Electricity_Herb_elec_edge,BECCSElectricity,flow,504,0.0,,MIDAT,0.0,
1,Electricity,flow,MIDAT_BECCS_Electricity_Wood_transforms,elec_MIDAT,MIDAT_BECCS_Electricity_Wood,MIDAT_BECCS_Electricity_Wood_elec_edge,BECCSElectricity,flow,504,0.0,,MIDAT,0.0,
2,Electricity,flow,MIDAT_BECCS_FT_Herb_transforms,elec_MIDAT,MIDAT_BECCS_FT_Herb,MIDAT_BECCS_FT_Herb_elec_production_edge,BECCSLiquidFuels,flow,504,0.0,,MIDAT,0.0,
3,Electricity,flow,MIDAT_BECCS_FT_Wood_transforms,elec_MIDAT,MIDAT_BECCS_FT_Wood,MIDAT_BECCS_FT_Wood_elec_production_edge,BECCSLiquidFuels,flow,504,0.0,,MIDAT,0.0,
4,Electricity,flow,MIDAT_Bio_FT_Herb_transforms,elec_MIDAT,MIDAT_Bio_FT_Herb,MIDAT_Bio_FT_Herb_elec_production_edge,BECCSLiquidFuels,flow,504,0.0,,MIDAT,0.0,
5,Electricity,flow,MIDAT_Bio_FT_Wood_transforms,elec_MIDAT,MIDAT_Bio_FT_Wood,MIDAT_Bio_FT_Wood_elec_production_edge,BECCSLiquidFuels,flow,504,0.0,,MIDAT,0.0,
6,Electricity,flow,MIDAT_CCGT-H2_transforms,elec_MIDAT,MIDAT_CCGT-H2,MIDAT_CCGT-H2_elec_edge,ThermalPower{Hydrogen},flow,504,0.0,,MIDAT,0.0,
7,Electricity,flow,MIDAT_OCGT-H2_transforms,elec_MIDAT,MIDAT_OCGT-H2,MIDAT_OCGT-H2_elec_edge,ThermalPower{Hydrogen},flow,504,0.0,,MIDAT,0.0,
8,Electricity,flow,MIDAT_Solvent_DAC_transforms,elec_MIDAT,MIDAT_Solvent_DAC,MIDAT_Solvent_DAC_elec_edge,NaturalGasDAC,flow,504,0.0,,MIDAT,0.0,
9,Electricity,flow,MIDAT_conventional_hydroelectric_1_storage,elec_MIDAT,MIDAT_conventional_hydroelectric_1,MIDAT_conventional_hydroelectric_1_discharge_edge,HydroRes,flow,504,5102792.872999213,,MIDAT,5102792.872999213,
