Time_Index,None,natgas_fossil_MIDAT,natgas_fossil_NE,natgas_fossil_SE,gasoline_fossil_MIDAT,gasoline_fossil_NE,gasoline_fossil_SE,diesel_fossil_MIDAT,diesel_fossil_NE,diesel_fossil_SE,jetfuel_fossil_MIDAT,jetfuel_fossil_NE,jetfuel_fossil_SE
22,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
23,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
24,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
25,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
26,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
27,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
28,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
29,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
30,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
31,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
32,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
33,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
34,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
35,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
36,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
37,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
38,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
39,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
40,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
41,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
42,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
43,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
44,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
45,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
46,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
47,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
48,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
49,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
50,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
51,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
52,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
53,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
54,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
55,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
56,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
57,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
58,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
59,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
60,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
61,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
62,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
63,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
64,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
65,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
66,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
67,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
68,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
69,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
70,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
71,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
72,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
73,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
74,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
75,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
76,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
77,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
78,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
79,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
80,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
81,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
82,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
83,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
84,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
85,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
86,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
87,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
88,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
89,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
90,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
91,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
92,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
93,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
94,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
95,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
96,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
97,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
98,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
99,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
100,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
101,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
102,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
103,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
104,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
105,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
106,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
107,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
108,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
109,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
110,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
111,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
112,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
113,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
114,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
115,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
116,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
117,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
118,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
119,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
120,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
121,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
122,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
123,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
124,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
125,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
126,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
127,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
128,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
129,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
130,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
131,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
132,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
133,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
134,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
135,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
136,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
137,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
138,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
139,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
140,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
141,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
142,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
143,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
144,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
145,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
146,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
147,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
148,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
149,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
150,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
151,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
152,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
153,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
154,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
155,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
156,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
157,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
158,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
159,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
160,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
161,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
162,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
163,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
164,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
165,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
166,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
167,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
168,0,12.21546705,15.01342319,12.55668122,90.69472466,87.28258303,83.87044139,86.70251895,83.29037731,90.11466058,69.30059661,76.12487988,72.71273824
