case_name,commodity,commodity_subtype,zone,resource_id,component_id,type,variable,year,value
missing,all,cost,all,all,all,Cost,FixedCost,missing,4.3274399420792554e11
missing,all,cost,all,all,all,Cost,VariableCost,missing,2.4726910518620322e11
missing,all,cost,all,all,all,Cost,TotalCost,missing,6.800130993941288e11
